GivenName	Surname	Birthday	tabminhash	uid
Brittany	Amaya	8/28/1965	1011011001010001000010001100000000111001011001000000000011011001001010100010000111100010001110110101110101010001100111010110000100110011110110100111000001111101010001000110101001111000100011111000110001111000100001000100001001101000100001100010111101101011110010101000011000111100111011110010001110011101000010011011111010110101100000000101000011110010100111001011001011100000001011100000100101000011010101101011010001100011011110100101010011100011010110111110010100000101100011111010011110001110110001100101010011101000010000111011100101110010100101110111111100111100111011101100001011011011001011000100011101011101001110010101000100011001000110101110100001100100001011000010001101001000011001001001000010001110010010111000111110011001110100100110111011100101000011000010100000000010011111001100011001011011010000010101101110001010100000010001011011101100111110001010111111000010001100101001010111101000001100011101000001010111000000100001110111101010000001010000010010111111110010010010011001110000000001101010101110010100	65392
Gerald	Stokes	8/4/1972	1010111000010111010001110110001001101000111010110111011010001110001011000100100110100111100110000000001101100011001111100111100101100100111011100001010000011110101001010100100000010110110111011000000101111101101101010000011010110010110001101001100100000011011101110100000010000000001101110000001110010000111101101001001110110001000100000010010110011110001111011100110011101111111101000100101001010010101101111000100101101010111100001101001011000011011010111110001111100001000001000101011111000011011010110110010110111001000101111010000000000000010110110111100011001010111011101101011100101111010011010111010100010010101111110100110101011101110100011011101100100000000100000010111101100011110110001001011100010011110011100111110110010110000010111011111100001100010110111001000100000110011110111111001100001001100010111011100110010110011000011100111011101000111001001000111101010000100100101001000111100111100011111101001101000010101001111110110000100100011001100100110101100110101100011011011001101010111000100111000101110100	42128
Nicholas	Robinette	10/5/1954	1011000100000000100100001001110100100100010011010011001011110001001110100011100110000001011101101001001011101111001011111000010100100111011101100101110001010010011010111000000100111011001110010100000011101111000100011010010101111101000110100110010000111001001001111101001010111001101100011011010101000100101111110110110000010111000110011101011100110011001100101101100010100110101000101011111011000111100110110011101100001100001000110001001011000001011010000110000110110000100011110010110011010111111110101101101011011110001000111010011100000101011000110001001000110001111001000000010001001010011011000011110011110000000000111010011111110010110011000110010010000110000100010110110101111001100010001001100110101100100010111110110110010110011001000011100000101101001001000001001101110111100010010000111011111010111010101101100011111100100011111111000001000000100010001010110110000100011001111100000111101000011100011101000001001000110000111001111011101011010111100100011100101011011101010001000101001111010000110101001101000011	83131
Dustin	Arline	12/21/1946	1010011001101011101101101011100111111111000011011010011111110000101110001000100001110011100011010110101000010101110011111100001100000011010101100100000000011011110110100010110011110111001001110011000000011001001000101100101001101011111010100011110000000011100000010101110100011001100010011010010000001111010110110000100110000001000100000011011001111110101100001001000001101101100010011011010010110101000100101010010010100100110100010000011001100011100010101110111101000100100001010010001110111001011000010111010100111010101101110001000110011100000101111100110000010011101001010110000001000101011110111111110001110000000100111101011001101010011110000011010011000110100100001101011011000010110100100010111110111100011011001101010000011111110010001110101001101010011011110010101111100111110001011101111000011011100010111110111010011000110110110100100011010001101000100000011010010000111100101101000111010111101000001111111010001100101101101100111101001001010100111110111010001110011101010011001011010111000110011101101101000110	54662
Olga	Andrews	6/11/1949	1111010100000011101111000010011010111000111010000010001001001001001101011111000100111111111111100101100100010100110011111110100100111010110101011001100100011000010001100101011101111011101100110000010000111100111110010010101001001000111110001001100100100110111001101101011011010000101001111000000000010100111110101011000010010011000011101011000101100111110101001001000011101110101111010000000110011010111111001011011111110110111001110000000000000010100001000000011001001000100011111101010001010001010100110111001001011010101001001000011101001101010010101100100011101000101011000010100011101001001010010111100000111000010110011111001100100001001111111100110100100001001110000010100000110111101011001001110110010010101111001110111110011001111111011111101001101000010111100010111100110100100000010010001001011001010010100110000110101001101001101110000011000000111001001001110101100010001111101001000101001010101110001001101100001000011100110011111010001101011011011100010111000000000110010001011001100010100110011100111111000110	31106
Lauren	Calvert	10/2/1998	1111101111100011000110110100010110101100000011110010011101010011001010010011101010101011101111000111111100000010011011010101010110000000110101100101110110011011110010000111101100111010000001010110100110011111001000100110011101001011100010000011100001111000001101010001010001010100101000110011111101111111000101100010110100100001000111011111001010110010001110101110100110100101101110111111011111001110110100000000011011101111111001000101000011000010001110001100001011100101000001001111111101000011110010010011001100011011110001011001000110010111110110110111011100111011110011010110110000010011011110000011010101001100101000001010011111111010101001100011100110101010001010001011111110000011010110101110011000101001110101101110000010000110110010000111011001100101011000000110110100100010010110011100100000011000010000011000100000111011100101100000010101001000001001000000101111001101010110100000000001011110101110110101001100101111110111101111011001100100010011101010101010000010011001111000111001011001101000000111111110100000	40936
Robert	Huckins	2/15/1952	1010001101011110010100011001110000110001101011000000011011100101110010000111100001010001111001100010001101101110001011011110010110100100110010101110111011001111100011100000100100000110010111010000101101100111011100111010111101111111101110101001110000000100101101100101011110000101011110010011110101011001000111100011111110001100110111001110010100111010011010110000110100100100011000011000110110001110101101110001110001111010000011110001101011000010010010001010101010001001000000110010100011111101010100001010010100011011011101110110010010100010011110010111000010011001111110001101010000010111001011110110110111001000100000100001011100000110111100010001110000000100101010011010011011100011100011001100001111011010101011001101000110011110000010100111010001000001001010000111100111100111111110010111111010000001110100111000010011100111000111010011100101000010111101010000010010100100110111111000010101011010001110011001100101101100011101110011011000001010000010110100001100000110111100111000101001100100011000100101010100001110	19276
Frederick	Johnson	6/30/1993	0010010001000011110111100011010001111010101111100000010100010011011101100011100000000011111111100100011001110010111011110011000001101001101110001101100110010111110011111100100101010110100100010101100010011110111100010011001000001010100101010111100100100111101011111101011010010100000111110011110000011011010000000011000110000011001001011111011011100110011001001000000111001111101110110010001010000000111110111011000111100011111010111000111001000010011010100010000010110000110101010001010110010011110100100000001011011001111101111001111100000100000010110101001000010111111101011011010000110001000000111110100011001010100101011010110100110010100010101010001010110011001110001010111101011011010111000100000100110010110111001001110111111101110010010111011100001101011100100001010110010110010110101111011001101100111011001001000000011110101101111010111101010101011011100100011001101111001010101000010101101111001010111101010101101110111111100001110101111000101010111101011111101110111001011000001101010010000001011101011100001110	97287
Evangelina	Barnes	11/14/1993	1111011101001011101111011010011100011101101001000001001010111110001111000100100110110011001101001101100010101001100010110100110010000011011010101000100010000100010010100001000101011100111011111111110000100101101001011110110100100111000110000011100001000111100000011001011000101100101110100000110111000111011110110000001100000011100011100011001010010011100100011110000010101101001100000111011011010100101100001000111110011010010110011000001011000010000010100000011100000101100110101010011110100001010010011100011010011111101011111101101010110001010101001100110000010011111001111011110100000101111010110111000011010110110000111101010101010011100101100000000110001011100101010001001011110011011110010101011000110110010011101110101011010101010011100011001000100100001011110010101110100101001010010001011001111010000010101001100010110011100101110111001110011101111010011000100010010000111110111001100011000011110110000001101000001000101001111001110011001101110100010110110001001111110100011011001010001110000100011001000100000100	13916
Margaret	Skinner	1/10/1948	1111001011101111110110011010101110111000111010011001011110100001011000010001100010010011100011110101101100010101011010011001000111011001110101111100000001011001011011100010101111110010101110010001100000101111101011111010101001000111101011101011100001100111001000101101110111011101100101100010000101011101101111111000111100000000010001010010011000010001001111101111101100111100011010010101011010101100101100111000110000110100111011100101100000000010010010101010110110101010110011011110010011010111011101001011011100011001001001011001000110000110000000011110111001110011101001010001100000100111001101100010101100000000100000101000111010010001100011110011011110000110100000000001111101110010100010111000101011110001100100011111000101011110110010010110101000101101011000011100111100100011101100011011011011011000110010001000101011100010110110110110011111100111101010010000111011010100001100110001100001111101111011010001100001111110111000100000010000101101111110111100101111001010111011010001100101001110110010110100011101001100	163
Sidney	Habib	11/29/1972	1111011100010011101111001000001000011100000010000110011001111000011110101010100010010111001101011100100010100000110011010110100111000101010010111010110101000110000010001010111001111000001111011111100100101101101000000010000001001011000000111010101001100001110011110001111010011000101110110001011000010101111100010100111001100001110100000001000110100010100110110011000010110101010111011001000111110110000101001000101100010100010111011001001010000000101110100111110001110000100001100100010111001010101000100111100101001011010010100011000110011100000001100010100101000011001011011010101101001010101001100111010101000101001110101110110111011001100000010001111011100011000010001110011011110011101111000101001010011100000011111100010100010011010011100011110100111101010010110101101110100101100010111010011000101011110100111111110111110011010111111110100001011010010110001000111000011010000111101011110111111011111101101111101100001001111100111101011101100001110100010001011100011101000010110001011000111111110100100010001111001111	87793
Kevin	Whisenant	10/8/1948	1011101110100001101111111010111110011000111011011101001111011100001100011000100100010011011110001011000011100011101010010001110010010111110000100100000011011100010111100011000100001101110101111011100001000111101000110010100001001110101110100111010001011011011000000001011000111000001000110010001011001011010111111000101100111001010000000011011011001111011100101111001100101010001111011101011111011011111110101000010011010110001100100000000101000001010010000010011101111010000111101110111010011010101100101011111101101101101010111000001100000101110110111100111110100111011101111111100000010111010010000101101010000111011001111110000011101001000111010011010000000000001010000111100101100010000010110110111000111101010011001011101111010010110110011111111001000101010101001101110100010101110000010100001001011010010010001100000101000010110101110101100000101011111011010010111011010101011110110011110010100100101111110011011001101101110000100101011011111100110111101110100110100001111000011010101101101011100011000011010100110100	60829
Meredith	Archer	5/18/1995	1011110000100011111100010010110110110010111001101000011100110010000001010010101001000111101110110001001101011011101101011110000110100001110000011111010000111010100011010110110101101011001001011000101101100011101001010011001100110110100111011111100110101110101010001101000111110100110110110000010110101001101101110100111000010110110001000001001000010100101100010000001000000101011001010011110100010100100100000000000101010010101011111100011011100011111110101011101011010110101000110010011111010110001000111111111101111100100101111010101100000110110110110100000000110011011001001011011000110110111001110101010101001101100100000101001000100110101010101000100111110000100100011111000011101010101011110110001100010011110110000010000111110010010010010001101001000100010010000010001111110100010010010000111111101000110000101000110010101010100110100100010000001010101110010010110110100101111111101000010111001110001011111001101101101011111101110101010001101010110000010010101101111000111110111010000011100101010011100100100101000110	28537
Lory	Perry	4/14/1967	1011111001011010111000010101111001110000111001111000010010101111001011010110101111101000110111100111111100101010101111110000101100110100000001000011010000001001110001000000110111111000100110111011100011100111101011000100101101001010101010100011010101010111000000111100000010000101111000110010100010011001111100101000000010110111110101100111011010100010011100011111110010100100011110001100010010011011111110000010001001110110100111000111111011100010001111100111111111100100010011111100111101001011001000001001111001011011110011001100100011000110100000110100010001010101111000101001110111100100001111010001010000001000001101011001100100001111110010001010001000100110100010001000101001011010110101101110101101000010010010000101111101001000111110101010001010110001101110000111000000000010111100111110111011000001100100001101000110001010110010110000111010000001011111000011101101101001000110110000011010001000110011100111100000111100101001100101110010001010011011110001100010001110111100011000001011001100110000101000011111110100	68257
Benjamin	Saiz	4/28/1991	1110100011001111000011001010101010111000011011010001011001000010001110101100000010000011101100000101101001110001101101110110101000100011101110110111010110011011001011010010001111000000001010010100110011100011100110000000111101000010100101100111110101001001010001100100101000101100001010100011011100101111000111100000011100010001100010111111011110101000011100100111100111100010100110010000001101110111000101101001010011100111100001110100000010100010010010000010101110011011000011001110010011011101000000110100011001101010101010110100000110110001000001011100110101111011111011111110010110101000001001110110011011000001111110100101101101101011110100000000000101000001001010010010011111010110110010101100000100011000010001100101100010111100000110010111111010001101011110010010111010000101010110110011100011101010000000011011100110111010110000010001101111101001111000001000010111100100000110111011000110100101100001010111001101000011101101100001110101101010101011100100111011111110101100111010110001001100001000000011110100000101	39555
Mary	Black	3/21/1945	1111101011101000110110100011001001110010111011101001010010100000011111010011100000110011100001101111110100010001011010011000010100100010010100000010010110011011011100100010111011101011011111010001110111001101000110101010101000000110111111000011110000110010000000100000100100110100100000000001110000011101001101110000010000000101000010000101010000111100110100001011100100111011000111010011010000000101010100001001101101100010010101011011101101000011000110000010111100001001111000011101011000111001101101110110011101001010011011101000000101001110000011111110011000110010001101010110111100000101011111010111100001011001100110001100011110100101010111011101010111000100100010001111111001100011000100101010010010011111111011010001010010001110110110001100101010010000111010110001100000110010110110111100101011111000101010010011100001000000111111110100100010011000101010010010001000011101001101101001010011001100101001011011011100001010110111101001110001001011010001101001110010101110000000010000110011010111110100111000110100101011	82646
Ora	Roth	8/13/1998	1110111000110011111100100001010010110010011000100000001100110100011001000010001000100111111101001111101001110111000010010010100100001000100010000100110100011011111010111100011101011110101101011000001000100101100111000000011011101111000001000111100100100011100111111100110010111011101000110001011001010011011101100000111000010100010011000110010110011010101100111001100000101011101000010100100100010100110111101000011010110011000110000001010010100001100110011010111011000101010000111001011011011010110110000011111110101011101000101000001000000110001010111101010000111011011011111000010000010111101011000111110111000000001110100100000011000011011001011010100111100110101100000111011101000011100101101011011000010100010011100001100000011111010000110110111011101000011111010001101100010000010010011101010111010000001110100000100001111110010101100001011111001011101010010000110101000010111111101001110111000110001111011101101100000110000101101101110001101010110011101101100111101111101100111010010111110100010100000000110101100000	12214
Luis	Cowan	8/30/1938	0111110101100011111111100111110111011010111011010001000111101100001101110000100110000001100101010011000000110000100001010001000000010001111011000010000111001110010011100001101100010101110111110111000000100111101010101001011101010010000100110011111000111011101101101100011010000000101001110010000000101001010111010100011100111101000000001101000011101100000000111001110000101010000011001000010010101101011100000010100110010001101101111011111001000011110110101010011100011101100101100101010000101110110010100101011110101001110111111001110010100000000100011100011010110111111101001111111001011000100000111110110101000010110100011010000000011000100001010100111010011011100110000110011101000010010111111000000000011110111011010011011010001100010100111100101100000101010111100011010110000000111001100001111001111000011010010100010110110010100011111001010110011001011011101110010011001110001100101001001111010001011000111101011000001110111111101001111001111000111011101001010110000101000010111000100101101001000001010101001100010100	79004
Stephanie	Farr	4/22/1998	1010110001000101011001100101001111100100110011010111001101111111001110010110101011100000101110101011101000010001001110011110100100100001110010101110010100000100010011100111010100000001111101110010100001010101100000100010001001100111100011110010101110111011110011110110001000100110110000100010011110010011111101010100010000100101110010000001001100110100101100101000100110110101101011001000110110011001110111100110101100100011001100101010100010000000001100101110010101011010110010111110000110111111110110110010111110111011100001001001100000110100110100111100010000111111111001011000011100001111000000110011011001000011010001010000000101010011000000010010001111001100001111001101101010010010100111000110011110101100010011101111111110010010011011110110101010111000000110010000110000100011010100010111111100010010010000001001100000011011110001100111101011001000100101110000101011000100111100111001000011101001100101001011000001101000101011111101110011011101100111010011100110001111111110011000001011011111110000101111111111010100	29539
Mario	Carr	11/3/1979	1111001100001011100110110010010100111100010001100001011010110011011110110000100011100100000100111101010100010001110000010100001110110010100111101100010101000000010011000010101101001000100101110100100101111011100000010011001110100011111010110011101000100001001000001000110010011110101000110000010110001001001101101001001000001100010000000011011000011001101110000011000010101001011110001001100111001100111100001000111100110010111111000110010000000001001001101110101101100011111001010101010000011011111101111110011101001000011000101100000010010010000011000110001010011011010001111011011100101001001001010011001101011011001100000101010000000001000100110100001110100011000111001101111011001010100011000101011000001111110110110001010101100001111011101100101000000100010011010101000000100001000110110101111001010010101000000000111100001011111000110110110010101111100010111000101110010011101100110010010011001010001110101101111100010100110001101000010110110011001100000100110001101111111000110010111011000001110000110000000101110111	28702
Barbara	Kremer	1/5/1943	1011001111100110111110000110000011110111011000000010011100100100011011010110101010100110011011001001001100011011011011010011000100100011010100110101101011111011000011100110110111111000111111011100100001111011001101010010101001000010101001001011100011101011001000000001100011111101100111101000100111100000101110110000110001011110010001010110000001110101111101111110100010101101011101010111100111101000110101111000111101010110111100001101101101000001100011000010010010101010110001011011011001001001010110111110101000010010110001101000100111000001110110010101110111011000001001000111101101101110010100010010000000001001000110101001111010100111100101101000001100000010101010011111101011100111110101011001011001010010000111111100001100011011110000000011101000110100001000100001001101110010100110110111111011010001100010001100001010000011011110110110011110110111101011010010111000011010011001101001000001010111001011111001101101101101111011101001111010100100100010110000110110000010001100011000010011100100110000110100101101000100	67428
Joseph	Cropper	9/16/1938	1110010001111111010100100110111001111000111011010011000111111001001101100000001100100010100000000111111001101100001111011000101010100110000011001100000111011101110010100111001011001010001101111001100100111101111110010111011110011001101010100111000001101011111011101000010010010100110011110010010011001110100100000101000110100101000101111001000011110110111001110101011001111101111011010010010110011011101100001110101110110010100111010010111110000001011110100110010001100001000011101011101000100001010110011000111111011110111001100000110100101000011110111100000000100011101011011000000100101100011001110110111010010000111101010110101100110111010011111000011100100001001000011000111001010010111001100010101010000110100010010100110100011100000100100011101001111001001110100001000100100010111001100111010010011001010010001101110111110111101110011011111101010000010001001110001001010110111010101000010110010001001111101001100100111100011101101100111100010100100000111111101100010100001000011010101001111101111000000101110011010110	63361
Adolph	Courville	3/31/1944	0110010101101000001010100111011101111110110101100100001101011100101111110100101010001010100000001101101000101011010010011000100101011011111010101111001111011010011011110111000101111010101100010110110010101100001000011110100010011101011000110111100000101101101000001000100110011010101101110010111100001100100111110101000000110101010101101010010101011110110000011001100111101001100011011001000111111111111110001100101000100010000010000010001111100000000010001010110101111111100001110101100011010011100110001010010111101010011101100111100111110011010001101111011001000011101011000111000011011101010011110101110001100001011101011111110011110010011001000010101110000011001111000111110001110010000110101000110100000110110010000011110000101111101010110110110110001000000010100010000100110011101000100101000101111011001000100101100000010011100100111100110010111010100000111111111000000111111111111000010111110100111011101001101001010000110111110101010101001000110011001110111110100100011100011001100101101010011001010100101110010000	49848
Jeremy	Wahl	4/2/1998	1010110011101111111000100100111010101101100011011001010101111010011010110111000001101000100011110111101110001101111111110010101101100100100001100011110100001101110011001010101100010000100110010010100100011101001000110101111000110001111110111011100111110010000110110001000101001100101100011001101010010011010101000011001101111111110011000111011000100001111100001111100011000111001000101001010110001110000101101000110100101011100100001110101110101010011111001001111100000110100001111101001011001101111000010110111011011010101001101001100101100001110110110101010001000001110011011110010111100111111001010111110011110101011101001000011111011110100110110000101111111000100010000011001111000010011111101110010100111011110111100111101111001100110000110100011000011001010010100100100100100100011110011010101000011001010010001110000000011011101000101010001101101000011010000010100000000011110110110001110011001111010110000000001000111001101101101100110101011001111100110000111011000100111010011011000001011100101000100110111111010101	98512
Jerry	Wang	9/19/1992	1010101011111110111001110000000101111110000001111010010101111110111010100011101011000000101000110111101110100000111111010000111100100100100101001110110100011101000011011101111000011000001111110010100100100011001010100100001101110010110100101011110101000000101110110000010010010010101100100010010010001010011101100000001100110111000010000101011100010011001110101110100000000111011101100011010011010100011100000010101010101010000110001001011100000010010111000000010100011000110001111101111100011100101010000100111011001011110001110011000001100100010111110100010000000111111101101000010111000100111000001101110101000000111100010100001100011110111100010000000111110000000000000101111001000010010001000010010100110101111010110101011001001000100110100111001000011001101010110001110000110101011011011010010001010000011010011101010110100001011110100000010000000100001011000010100001011000001110111101011000011100111110001101100100101101110101101001111111011001111101111000100011001100111011110011001001100010100000010100001111010110	96288
Stephen	Layton	7/7/1982	0010111011000011110000110100110011110100010001000011000111101001001110001011101110110110110010001100001100000001000111011011001100011011010010001100000111001100101001101101100010011110011100110011100010011111100001010010001010101111000101110101110000011110001001011100010011000110010011110011001110010011110101011011010000010110110010011111010110010110000110101000111111010111110011110011111001001001111111101101001110001011110110011000010001100001001101010010101110001100000001101011111011011011110110111001100100111111100001110010110100011110010010000101000100100000011110111111001011011010101110011111011111110000000101100010101111111110011011010010111110010000001101001010110001111001010101010001000100100000110010011111010000111011000000110011011100001000000111110000011000100010111010010110011101001010110010100011100001101111111011001001100010001100000011000000111111000101001010111000000011010001101111000100101100100000110011111011110001101011110111000011110110100101001101111010101100011111101001001111111111001000	97705
Melissa	Waddy	11/4/1940	1111010111001011000111000011001001110011111101010101001011010110011110101010100010000001101101111000000010100101110110111001010101100001111000110011001101111001101001100100111111011000110111011000101010100100011100001110111011000110001010010111110001100111100000010010110110001110101010100001110000110000011111110001001000010100100111001001001011011110111000111101000111101011101110110010100111010111001110001000110111000010100100001110101011100011100010001000111010110001010101011001001000010000011000110010011101011100010011100111100110001100000001101100010010110011000011010011100110000000000000010101100001001111010001011111101011001111010100111001111100101011000001000011100001000000001011011100010001110101100111100000110110001101110011101011001100111100010111100110010100010100111010110010100000011011100110010110000110100000001001111000011100111110111001010110100000010010100101100010000111100011010101101000101101010100101111100111110000100000111010100000111100101101101000011010000101110010100101010000001100110001	43677
Victoria	Simmons	9/4/1984	0011011101101101011111010001001100101011010000100100000110010001101110100000100010110111110100100110111000100010011101111100100110000100101010000011110011011100110001011101000100011001000111111100010110010110101101010010000001101111100000110101011001011110111001001011010111000101000101100010001100110000110100001000011000100101110010111000010110011111001001001101010110001000110101101010001000010010100100101001101111100011011001101011010111000010001101011100001110110100101011011111111111000111101101101010010111011011100000101000010010001110000011000100111100000111100110111101001001101111110100010010011000101110111101010000110010110110010000011100101000010100000111011001110101000001111000011111011000010110100110110111110100011110100010000010000011101000001110111000110000000101111010111010000000001010110010101001100000011010001010010000001100110110010001010000110101101111000111110101010111000010101100010001001001000011111000100011110100000110100001101111011100000100101101111000001011010001010000001101010100000100	629
Albert	Murry	11/22/1959	1111011000001011100110100010010110111100100111000010010001011000010000100110000001101000111000110111101100001011001001111010111100001001111010100110010100011011000011100111100101000001101011110001100110001011101001011110011000001010111010001011111000000010001111010000110100010100101000010010100111011000001101101001100101110101000011010111001010100111111100111011000100101110001100001111000011111010110111001000101101100110010001001101101000100011010111001100111100101001110000110001110101010101001010000100000001011011010001101011110011000101010111101101100100010001110011001110111110010011011001010111110101101011110100010011011100110100111110010001011000001110001110001110111000110001110110111110011110010010110011101001001110000001000110101100011000011011111010010000111101000000111010011010100000111000001000001101010110101001000101111111100010100000010110110000101011111101110111100001010011111000111111011000100101100001110001110010011111111000101000110010001000000110010000011000010001000111001010110000011101001100	40720
Kenneth	Howard	9/18/1940	1111101011110011111101110110001111110111111001000101001011110000001001011010101010100101111001010101101000010100000011010011001100100001111000000111010001011110111000010001111101110111101111011100101000100101111010111000000001100111001110101011100101001011000100111001110110001011000101100010000010101100011111111000101010110101010100010101011111010110111110101001110100101100111000000010010111010101001101100011011101110001101111110001000000000001000110101011011000010010111001101110011111001010001110001000110100111110101001100010010001000111110001111100011010110110111101010101101001111110100011000110110001010110010101101011001110111100100101000000111010101011000000000101011111000000001011111010110010100100111011110110110000001011010000001111111001111000001010011001101111000101110011110010011001001000001101011110010110110100110010110011010001001000111010100110110001010110111111011011010110000011001000010000011101111010111010101100011011111010111100111000111100101100111001110001100011101010101100101100011100010010	39358
Lori	Smart	1/4/1939	0011001101000001110110011010010001110001110011010000000011011111001111110000100011000011101100101000011100011001100111110110100000010000100111000001000001001010010001101000000101001000110111111001110111110001111101110010011100001110001010010011110001110010001001001001110000000110101000000011111000111001001110101000011110111110000000000110010010011101011101001101000011101001001110000001101111101101000100101010111011100010001001000010010010100011010111010010101111110000100111011111011110101001010001011111110100011011010011011000110010100110000100100100111101111000100011010111010101000101001001010010110001000001101000010011000101011001111000000010001101000101101111001011101110010011110011001100001001011111110010111011111011001110110011100010111000110000001010000000000100100010111100111110000101011010110000000000010110001010011010110000110100010010110000010010100111010101011100111010000011100000000010001001001000010000101010101011110101001011110000100101100110011111111100011000000011001000110001011100011100010100	60243
Jose	Ferguson	2/1/1996	1110100100111110010111100111110001110000010011010111010100011010111001000000100010100011101101110110011000100101001111010100101101101011100011100101010000001001010011001100110101101110001001111010100110111010101010011001001001100001111011100000111001111101010110011001111111011101001110101011110110111011100101000010010001000011000000000101011000111110101101110101010011000101011111011111001110010111111110001011011110110100100110000001101110000001011011101000000110000010111001011000001100001000111110010010011101001010111000100000010010011110100111010110100001110011110111010111111100101101110111010000010000110100000101001110110000101100000001011010001111011110001000010010111101010010010101001010111010110100111011001101110101111110100100000111011100101000001110101110110110000011011110001010110100011001010000001111110010001010110000111110110000000100000101000100011001010110110101100001010101000111111010001011100100101000111101101100011001010101100000110000110111001100111001010010111001010001100010111011110110000010	20952
Aaron	Vance	6/25/1945	1011011101011010111010000110001110011000011010010110010111001000011110011111100100110111101011001011101001011001111010010111011110011001110100101100100111000001010001100011010101101010001001011001110100010011100110101010001001011110111010000011000110111100110111101100010001010010110110000010010010001001111111010010010001111011000010000101010010100101110100001110101110001100111011011010100101011000010110011010011010100010000100001000100110000001010001000110001101000001111011101011010110100000010010000000100000011000001111100000110100011111011110111100100000111001011101000000000000010101001100010111000011110110000000010111000100110101110000101100010101100000001100000011001000010010101100001110011110000110011001011110111010011101010000001111111010010100001111100010101100100101010000011111111011011011011100011001101010000010010110110101101111010100000011000000111000110100011011111001100010101011001101000100111100101010011001110001011011100110110000111000010011000110010011011000011011011000100100111000110110011000	52035
Philip	Turner	8/14/1939	1111000000110011010100110001110001110000110001101000010001110111001111010010101001001010101110100111001000101011001100010010011010010011111111101000100101011110110000111101100100011001100110111001100111001101111001100000001111101110100010100101111101001011010110111001000010011100101101110000101010011110001110010000010100100101010101110011001000110100100110011011110000100111001001001100011011010011100110101110110110101010111110100000010010100011001010100110011100101010100111111101001110000011010001001001010001111011111001100001100111110101110100101101010010000100101011100011110110000100000001010111000000010101110100110100011011011110001111001010110001000001100100010001011101110011111101101101110010100100100011001110110110111110010110100010111000111000000010100110111000110000111110111110001101101000011000001011110110110110010001111101111110111001111010001010011110010110111101111000000010111000010110101011001000111010101100100101010110101100010100110111111110000001101100011001010001001101000000000100111111010100	98563
Mary	Jones	12/2/1999	1110011001100110111010100011010000111100001011000011010010110011001110101111100011100010101101011110111011110101000011010011101100001011110000100010000100001001101011101110100101110010001011011011110110001111101001010001001001001111110011111011110101010101000110000101111101111111110000011010000000110011000100010000010001010001110100000111011110110111101110001011000101011101010010000111000010100001001101101011100010101011110100011110011101000000100010101101000100000011110001110111001110101110001011100000111010001011111001100001010110000010000101010100001000010101111101010100011100010101111111001100010101011001110010000110001100100000100010100110100011001101100011000001101100011011010100100010001001000110010011001100000010111100011010000111101000100000111111110100101010100011010100011110011100001010111010000001100000011010110100110111111010110101110000010100101000100010111110101001010101111100011000001101101100101011010001101101110101111001000100011001101011011110110101110001011111010100110010100000111111010010	35514
Samantha	Abel	11/24/1988	1111100100001011001110010000001100000100010001000001001011001001011110101101100010100010001111101110100100100111100111110111101100010011010010101100000101011000010001010110001111010000000110011000100000010110111001001000010101000111100010010011110100000111110001001000001000000110001100010010011000110001011111110110111110001101000010011001000100111111111110001101000011100000011100111001010101101010010100001010110101000110000100000001010010100011101101111000011000010101000011101010000001010011110001000010110001011000001010110001010100010101010001001100111001100011001001111111011110101000101101010110111001000101010010001100011101101001100000110000111001100000001011000110001101000011100111101101011110011111110011110010101110010001010011110010000101111000011011110000101000100101111110011010000001111010000100010001111110111001001100110111111100001111010011011010001111110110101111101011011011001011000100101011101101001001101101110001111001101000101011000000110010001110110110111010000100111001100100110011110110000000	32655
Virginia	Orr	7/17/1998	1011011101100100011101111000110100111101010001000110001110100111101100010010000111100000101100111111111001100001011010111001101110000001100010100100110110010100011010111100010101001000000111110000000000001101010001010110101101001011100011100010010101111011010100010101011110101100101101100000011100111011100101011001110001010101010011000111011100111111111100001110110010101101110000110100101001011110111110101011101000101111100011000000100101000100001101110110011111100010110010001110110111100100101010000011111001001011101001110001000000001000100010010100110100011111111010111000000011011110001001111001001001101000110101100100110100110010000001000010001011010110101101000100110001010001100101011000011001010000000110000111110100011001000011100001001001011001010110001111111100100001010110011101011010000010000010100111110000011110000100000000110011000000000100010010011000100001011011111000001101101110101110011001100000110101010001101001110011011111110010001100101001001010101100011010001100010011111000010101011101000111	62001
Miriam	Wheeler	1/11/1971	1110010100001011111110010110110010100001110000011000011001010000011100110001101110110111100100110101011100000000011110110011101111111111100111101100010110001010011111011100100101011100100101010011100100111000111000000100001110001101101010100001010111000001011100001001110110011100101101010001011110000010001100011001101101100100110001100011011100000111010111001000011001101111101100101010100010101010010111001000100111011110111000010100010011100100011011100010001111100110110011111111110010100111011010111110010100001010010001111000000110110111000100000100101101110011011011001111110100101001101100000010001000010010001000011011101001110110100110110000111000110000100010010011100111101011010011011101010000010010001110001111100110110101111110000000001010000001010110010011001110000100100100011010100000111001100000101001001111111010110111110010110010010110100010011010101111011010001101111001000111000001011111001011110101101101111110100101010101101010101010001011111010001110111000011000000001101001100001010000010100010111	51839
