GivenName	Surname	Birthday	twostephash	uid
Alan	Cruz	11/27/1995	{1319937, 1654275, 101897, 564746, 1745932, 1527824, 326169, 1252384, 287777, 396839, 970797, 801846, 1954871, 285240, 166968, 2004026, 1339974, 191052, 644684, 632398, 555087, 1510995, 451670, 10327, 960088, 312922, 1432668, 740959, 1294432, 1975903, 1980512, 701029, 1133158, 1908326, 1529960, 618601, 596075, 138350, 1497198, 1219701, 987768, 1058436, 1084552, 1313929, 107660, 1781902, 1585297, 2031761, 1610389, 1303704, 19099, 446107, 706205, 629406, 543394, 1608867, 518823, 936114, 480438, 1150652, 1298108, 202430, 1130690, 885450, 215767, 432349, 388832, 1638112, 1010921, 875244, 691949, 583414, 1124600, 798459, 218366, 133890, 79620, 301830, 672524, 531729, 1666833, 684820, 160536, 157466, 39706, 84764, 635165, 321832, 329001, 1308969, 209716, 739124, 1379126, 1993012, 1768253, 1647935, 534341, 1824072, 1420617, 1882443, 1047886, 2024272, 302932, 1088854, 1069913, 1330009, 310619, 2034011, 620388, 300390, 875883, 16238, 626033, 1387894, 1947003, 501632, 2006913, 1735554, 900, 1045892, 1513860, 1937797, 1922953, 1063307, 984981, 266648, 335263, 193443, 279467, 1723823, 402864, 477617, 1271218, 1868211, 738230, 348600, 296892, 887742, 889790, 847299, 795588, 1357251, 1470409, 1920457, 778188, 1210833, 1836499, 458200, 400857, 933336, 1846747, 1419741, 1256414, 116192, 1147370, 1749998, 592373, 988662, 1306623}	86812
Autumn	West	1/19/1974	{357891, 144388, 469009, 1024533, 389142, 526870, 1252384, 1271337, 321584, 1749553, 1954871, 285240, 69179, 571452, 151107, 1294921, 555087, 618064, 218193, 245329, 664659, 1115732, 1739859, 1921624, 312922, 1907297, 1140838, 1529960, 1497198, 987768, 955513, 1273467, 1155712, 1058436, 1091718, 891021, 1454733, 1588366, 1671314, 969363, 805014, 849046, 2025114, 437919, 1027233, 1379489, 518823, 1066671, 1776818, 1112757, 1214134, 208567, 668349, 204992, 1771721, 953034, 1780939, 499411, 1031893, 599770, 999131, 1045214, 1626344, 1010921, 324332, 861934, 784629, 1760506, 798459, 1019131, 234237, 1378565, 625419, 1666833, 1136407, 723226, 1872668, 678687, 1308969, 1940268, 822067, 1614132, 137539, 534341, 1427272, 2027337, 409930, 302413, 272210, 947538, 1875795, 1005398, 790360, 1794907, 1263453, 482655, 157547, 875883, 1790320, 1387894, 842103, 1352057, 1014651, 1953660, 1902975, 89472, 1735554, 1046916, 1710474, 615819, 1320331, 1972623, 1556892, 920478, 193443, 995246, 402864, 1189297, 683954, 1296304, 1287092, 709557, 2017715, 223674, 889790, 443840, 1331657, 1559498, 328652, 546768, 9681, 1836499, 1927637, 1673178, 1419741, 1468386, 56294, 2032617, 1147370, 1099243, 196588, 1274863, 864753, 2003449, 1002492, 588798}	85939
Patrick	Holloman	6/10/1946	{130056, 940040, 550924, 1542157, 1886732, 1527824, 749085, 1252384, 628258, 292394, 784426, 1822253, 1354292, 1981493, 1003062, 1837624, 487992, 2023995, 1816127, 531524, 1016903, 644684, 1011789, 555087, 821840, 861270, 312922, 345690, 1411163, 1197661, 1432668, 1507933, 1786464, 967267, 845412, 461927, 1529960, 1412713, 496238, 1497198, 423027, 1958003, 441462, 105599, 626816, 187524, 278148, 976005, 313479, 505994, 1972875, 1333903, 622736, 892560, 37015, 1143447, 285341, 897694, 39072, 518823, 210608, 501426, 21683, 602290, 769716, 1837238, 59584, 745673, 864458, 1082057, 1388234, 1314509, 1551052, 1777362, 1947859, 1568469, 1916120, 902878, 1942750, 34532, 1302249, 1271019, 1386731, 1231087, 1247471, 364785, 457457, 1159411, 404213, 1296629, 1510133, 436472, 1865462, 798459, 218366, 1698046, 617732, 301830, 1341194, 1004811, 639245, 526096, 1546001, 1728790, 193818, 157466, 666908, 682778, 1443100, 678687, 29472, 329001, 1308969, 465195, 1008939, 719149, 1058099, 739124, 1766708, 1811257, 574273, 1138499, 1579845, 802120, 1829193, 973132, 1485644, 1857869, 819535, 2023244, 1129809, 842581, 1390421, 1161050, 137568, 910176, 1282403, 620388, 733541, 1730917, 1367917, 1469296, 1783665, 1151857, 683890, 861555, 281460, 407413, 111478, 432502, 979826, 1122678, 1273207, 1408888, 1812860, 699773, 2026872, 258943, 1087360, 1735554, 1937797, 1922953, 1320331, 1373582, 184209, 1929105, 592275, 1174935, 807321, 494489, 1768349, 1565091, 2002352, 1610673, 1695665, 1267637, 270774, 889790, 1855422, 986567, 36298, 818124, 950734, 1131982, 1892304, 266195, 1251288, 1393628, 1569757, 1676657, 1418213, 1147370, 1923562, 1461235, 2003449, 1406974}	7353
Timothy	Stokes	10/2/1976	{144388, 130056, 1914376, 1920015, 589840, 1024533, 1545246, 623647, 350752, 88097, 629283, 1499693, 1605166, 1749553, 21557, 1010742, 1981493, 69179, 1816127, 1646656, 207938, 1661508, 435276, 634446, 555599, 618064, 821840, 1162830, 166910, 101464, 120920, 312922, 1921624, 1197661, 1592927, 1675361, 1907297, 1140838, 1529960, 1331310, 1497198, 268913, 1167986, 502899, 1016951, 1664130, 1571972, 863877, 1091718, 1980040, 891021, 150160, 682646, 1143447, 1303704, 285341, 2024093, 978591, 1379489, 1309346, 1608867, 141991, 518823, 540328, 548521, 633514, 165548, 138930, 1721010, 1842875, 1150652, 52925, 668349, 204992, 1895620, 1983174, 111304, 599770, 184539, 2028764, 663545, 1155303, 697576, 1259, 1171694, 1231087, 798459, 1019131, 301830, 708359, 2008840, 209161, 982281, 1002251, 672524, 1119499, 1635600, 1728790, 160536, 27929, 244505, 723226, 1047329, 1680162, 1351461, 1025534, 1888043, 719149, 656690, 967480, 1252152, 217914, 366398, 1623877, 1626952, 363849, 1758536, 324427, 1103692, 1877328, 1373012, 1390421, 327004, 971617, 505699, 620388, 1594723, 1589609, 157547, 1281388, 625519, 980340, 432502, 1387894, 669566, 1735554, 321417, 1063307, 1087884, 1320331, 1929105, 679318, 807321, 615839, 1521065, 1462699, 1931695, 2017715, 1055668, 889790, 1383359, 580547, 1066947, 2033611, 328652, 1892304, 1836499, 1251288, 992220, 348125, 1260510, 1419741, 1734108, 1830367, 721378, 295913, 975337, 1147370, 276463, 83953, 986100, 774133, 1392120, 2003449, 656893, 2023422, 836095}	43094
Todd	Nelson	4/28/1965	{1929217, 1198091, 376336, 1059344, 523282, 306710, 1808918, 1719832, 350752, 1252384, 781349, 679462, 1512491, 1269293, 132142, 105522, 618035, 285240, 1143867, 1213502, 417346, 2008652, 134734, 555087, 313942, 1746518, 101464, 1756248, 312922, 597084, 712284, 1096797, 1592927, 623713, 1675361, 550502, 1354854, 1529960, 176235, 1025134, 1497198, 730739, 951411, 1404533, 1697410, 274053, 787079, 957063, 1335949, 514192, 2031761, 322194, 1303704, 1739416, 1703580, 1146019, 518823, 540328, 788648, 1031851, 1839275, 16560, 1018035, 1478328, 69308, 650429, 1150652, 1156290, 1238212, 1420999, 1278153, 764620, 2023123, 430293, 727253, 1119966, 228583, 440557, 259310, 152815, 127731, 1608435, 1112315, 543997, 348413, 301830, 310024, 982281, 1199368, 672524, 1125644, 943891, 332567, 160536, 443163, 601885, 2036514, 1561891, 1308969, 1177901, 572207, 656690, 209716, 501560, 824637, 264008, 1305929, 1882443, 966988, 315213, 464722, 974679, 2017119, 263008, 670560, 865122, 505699, 620388, 1099621, 26474, 1664366, 765295, 626033, 808821, 1387894, 806265, 1290617, 507773, 1428349, 499073, 1735554, 1678724, 1922953, 1063307, 735628, 1320331, 723350, 1763736, 222618, 201629, 147870, 54187, 924590, 298420, 1373624, 1012665, 1621947, 889790, 107458, 1068995, 822727, 1973703, 934347, 1819599, 1836499, 549339, 1419741, 1281504, 1201633, 339950, 1488878, 1182193, 799736, 2003449, 728570, 425983}	44028
James	Bailey	12/26/1944	{1930753, 379910, 1722375, 1070601, 599050, 1218569, 1886732, 235022, 164369, 514583, 1167388, 88097, 1098279, 1281576, 1398823, 292394, 285240, 1816127, 313854, 843338, 555087, 1867858, 356435, 203350, 1402456, 312922, 818267, 1008732, 1307228, 830046, 1786464, 1505377, 541799, 1529960, 1497198, 2001007, 494195, 628345, 1644666, 1857659, 1152635, 32383, 1984651, 207500, 582797, 634510, 891021, 1180302, 1317517, 2031761, 1897620, 1961620, 1303704, 330396, 101535, 1608867, 1948323, 518823, 906920, 1569448, 138930, 416949, 1162939, 1150652, 1143997, 1199301, 644808, 1771721, 113359, 1613009, 1601748, 599770, 1951963, 824028, 1224414, 142048, 740578, 1065698, 659687, 1010921, 821483, 806128, 754, 1334516, 1296629, 436472, 1841914, 798459, 1019131, 968451, 301830, 1646344, 672524, 5902, 526096, 1635600, 160536, 244505, 1559322, 140059, 1587490, 321832, 1308969, 744746, 1757480, 1767729, 1655602, 1058099, 209716, 1791281, 1252152, 1603902, 757568, 1758536, 1433933, 1129809, 1819478, 1816921, 243035, 2030941, 1526623, 971617, 1727330, 620388, 1091941, 867176, 1589609, 157547, 507243, 1367917, 730993, 1712497, 1387894, 1466742, 696696, 199544, 544634, 522111, 1735554, 634244, 372613, 1922953, 1063307, 1320331, 1439633, 681364, 909717, 1232278, 1822102, 1889186, 880547, 957866, 170413, 1610673, 709557, 337846, 933303, 1271736, 1977272, 889790, 1710018, 1728967, 797641, 36298, 328652, 74705, 1073107, 1109460, 1836499, 1410524, 1260510, 1830367, 1311712, 1149409, 1418213, 295913, 1147370, 150507, 1453038, 404977, 1553905, 1461235, 1722869, 2003449, 1534971, 1406974}	36543
Augusta	Francis	2/14/1956	{144388, 1429514, 1198091, 1527824, 1049619, 1086484, 1322521, 1454621, 1625117, 625181, 1077280, 629283, 1036324, 408105, 292394, 541227, 878633, 910381, 212526, 1790509, 1854005, 285240, 1816127, 1530951, 772169, 191052, 644684, 899660, 555087, 637522, 1739862, 10327, 1921624, 1884761, 312922, 1432668, 394333, 1096797, 418913, 1907297, 1986147, 217700, 732774, 1354854, 1529960, 127086, 489070, 176752, 1046638, 650354, 721522, 1273467, 55428, 233094, 1091718, 323721, 1360011, 1750155, 1781902, 757909, 1556632, 706205, 961697, 355490, 1581733, 131239, 518823, 1332402, 769716, 202430, 371905, 1636040, 411854, 219855, 739536, 1839311, 499411, 142048, 1264864, 228583, 402152, 1010921, 1789160, 861934, 224495, 2000628, 1131766, 1760506, 798459, 998651, 543997, 234237, 531198, 1023744, 133890, 1442053, 301830, 24839, 1213705, 1959417, 244505, 157466, 39706, 1380123, 47907, 1993508, 329001, 1308969, 1381169, 235314, 822067, 1640753, 501560, 1252152, 1598266, 1731385, 977212, 1758536, 2023244, 315213, 1047886, 2024272, 1300818, 943444, 748377, 564570, 1330009, 2034011, 971617, 1856353, 1806705, 1853297, 1387894, 1464184, 1352057, 1058170, -1151, 1735554, 2006913, 67973, 1202566, 1937797, 1320331, 1137039, 723350, 655767, 718743, 1866136, 1498522, 741789, 783262, 335263, 377256, 113070, 1723823, 1497522, 1103283, 2017715, 1439669, 738230, 1271736, 618426, 296892, 887742, 889790, 1426879, 528834, 1461186, 760774, 58313, 1559498, 778188, 1836499, 458200, 400857, 16858, 1620440, 638941, 1260510, 907743, 1419741, 1542625, 1830367, 295913, 1147370, 331755, 535537, 870901, 2003449, 588798}	94991
Claire	Butler	7/6/1987	{662018, 1654275, 849414, 599050, 814091, 996362, 1745932, 235022, 1886732, 390163, 1648666, 558118, 1672233, 450096, 285240, 14394, 811583, 1506881, 191052, 632398, 555087, 1824848, 178770, 1739859, 1867858, 387158, 451670, 648280, 1402456, 312922, 818267, 1765468, 395357, 1786464, 1980512, 241252, 1133158, 1529960, 596075, 1497198, 223859, 1708149, 1644666, 1857659, 1252988, 754301, 1560197, 1413769, 1973386, 1838219, 1216141, 883344, 969363, 446107, 1791134, 437919, 1027233, 458402, 543394, 518823, 1562279, 61609, 509105, 1645233, 480438, 208567, 1458870, 2042558, 2035905, 1780939, 1601748, 1390292, 1031893, 1442008, 1026784, 1748712, 1010921, 1110762, 691949, 754, 436472, 1841914, 798459, 301830, 1556745, 711953, 564499, 682778, 1196314, 536860, 635165, 678687, 476964, 917797, 1308969, 1932075, 1951025, 805173, 1284410, 260412, 237373, 42813, 382269, 400705, 927554, 363849, 1130826, 1743177, 189261, 942926, 1251152, 1831761, 1088854, 649048, 432985, 1816921, 426846, 1526623, 867176, 937833, 507243, 610669, 1082223, 626033, 538994, 730993, 298868, 896372, 1387894, 1652596, 900475, 1953660, 1956734, 1735554, 1045892, 1922953, 1320331, 530830, 1070992, 792468, 1822102, 1891223, 328605, 243114, 956845, 629682, 337846, 330680, 348600, 889790, 540608, 1576385, 795588, 1386950, 1470409, 1920457, 909771, 19917, 1337293, 1812429, 1836499, 1508824, 1916376, 1846747, 907743, 1418213, 1680358, 1468391, 1147370, 1687020, 257006, 1274863, 1553905, 592373, 1235447, 2003449, 1534971, 1406974}	50794
Dave	Thomas	1/24/1985	{1511957, 266775, 1545246, 1158176, 1252384, 1533984, 784426, 1778732, 21557, 371767, 285240, 1954871, 1220664, 811583, 1287755, 191052, 1011789, 555087, 942672, 1078867, 861270, 1195608, 1463385, 312922, 1765468, 395357, 897629, 1813091, 1354854, 1529960, 496238, 1497198, 1261168, 1167986, 423027, 369780, 389237, 441462, 571511, 560759, 987768, 502899, 894580, 1708149, 1184893, 258685, 105599, 231040, 1058436, 505994, 1317517, 2031761, 1303704, 204442, 1608867, 1235447, 141991, 518823, 1959082, 1942199, 1842875, 69308, 1150652, 59584, 864458, 15564, 1551052, 278228, 612052, 1568469, 1197275, 316126, 761055, 132321, 366306, 228583, 1302249, 1110762, 1259, 1271019, 476909, 943341, 1386731, 404213, 798459, 1795323, 543997, 27904, 1869571, 713477, 301830, 672524, 1635600, 1666833, 160536, 2024732, 1047329, 1680162, 1374503, 321832, 1308969, 1263919, 209716, 355125, 1849144, 645433, 709946, 382269, 359743, 574273, 534341, 1579845, 363849, 1282889, 189261, 934226, 1297245, 137568, 620388, 1730917, 875883, 626033, 1387894, 669566, 1735554, 145289, 1900426, 1063307, 1087884, 1320331, 1323917, 1922953, 723350, 962456, 193443, 1565091, 637863, 269224, 1353131, 402864, 1770416, 1481654, 1601462, 684984, 1097144, 618426, 889790, 65471, 1383359, 816577, 449482, 1131982, 1836499, 1419741, 850910, 1607648, 1768931, 1791460, 929258, 1147370, 1915371, 416749, 1756663, 2003449}	42555
Tim	Cooper	5/21/1937	{130054, 173575, 880648, 1620488, 827413, 1814554, 1592863, 1252384, 886832, 73778, 1954871, 285240, 1646656, 1609793, 560710, 784457, 1882185, 435276, 634446, 555599, 1162830, 1662031, 317525, 1213015, 2021975, 1839705, 312922, 1910366, 1100895, 474208, 1529960, 1497198, 223859, 572532, 271479, 987768, 1612409, 211578, 1514109, 1058436, 1413769, 829584, 2031761, 183443, 1303704, 518823, 165548, 535724, 584366, 86705, 1544371, 995509, 1150652, 2042558, 2035905, 1983174, 71368, 644808, 112330, 1780939, 1832657, 1923285, 936150, 247002, 1866971, 671964, 623326, 2024162, 1010921, 501489, 1871089, 372987, 798459, 953599, 301830, 965385, 1119499, 1666833, 160536, 27929, 447259, 1351461, 321832, 1308969, 1300267, 1216816, 209716, 805173, 1719605, 260412, 958271, 1598273, 388418, 927554, 893252, 1007428, 1427272, 287049, 864076, 315213, 1928525, 1627474, 605015, 1617758, 620388, 477034, 875883, 1290745, 980340, 369014, 201079, 1387894, 1371513, 233855, 456579, 1753991, 1588616, 1922953, 1258890, 1063307, 1320331, 1859979, 428946, 2007955, 1389464, 1736601, 550813, 1934753, 709538, 193443, 639396, 552871, 900521, 1005993, 1114028, 1931695, 402864, 1610673, 683954, 1914801, 1975740, 889790, 1225665, 393158, 1812429, 1717201, 1836499, 93141, 348125, 1419741, 908767, 1044964, 1002469, 1147370, 276463, 1071088, 774133, 2003449}	35727
James	Lopez	9/14/1984	{1722375, 1198091, 1533453, 390163, 827413, 514583, 1814554, 697887, 1252384, 88097, 590881, 1077797, 1398823, 196657, 1407025, 1837624, 285240, 39994, 14394, 446524, 561212, 843338, 191052, 435276, 555087, 821840, 664659, 317525, 312922, 1879642, 1765468, 395357, 1096797, 1918556, 1505377, 732774, 1354854, 1497190, 1529960, 1589361, 1708149, 32383, 976005, 1360011, 1984651, 891021, 1897620, 37015, 518823, 906920, 758441, 138930, 416949, 1846455, 69308, 644808, 112330, 1780939, 1358028, 1866956, 1759438, 113359, 1613009, 1923285, 936150, 599770, 1224414, 2001631, 132321, 1065698, 228583, 1789160, 1010921, 1110762, 1334516, 314616, 1626362, 798459, 1019131, 543997, 953599, 1378565, 301830, 711960, 1443100, 763165, 1454367, 1824549, 1308969, 1271088, 1865529, 382269, 727873, 1427272, 287049, 1485644, 189261, 315213, 1433933, 605015, 564570, 199003, 1727330, 574819, 867176, 157547, 507243, 82286, 1790320, 369014, 201079, 1273207, 1387894, 544634, 1058170, 1408888, 1087360, 1735554, 102280, 1922953, 1320331, 1544077, 428946, 472467, 723350, 1232278, 1877916, 880547, 170413, 995246, 1296304, 1189297, 1914801, 1103283, 709557, 270774, 933303, 618426, 689596, 1975740, 889790, 328652, 9681, 1073107, 1836499, 259541, 1673178, 1419741, 872929, 1149409, 990182, 718823, 1234918, 1147370, 150507, 1800176, 1363445, 2003449}	83175
Paul	Haynes	7/29/1961	{1294337, 1813509, 1213958, 346633, 1352714, 1542157, 1719832, 1252384, 88097, 1533984, 1043491, 1077797, 922150, 1271337, 1269293, 1512494, 285240, 169530, 1143867, 1816127, 417346, 619587, 1350212, 30277, 474187, 555087, 218193, 1011281, 664659, 451670, 312922, 345690, 1592927, 875104, 948833, 550502, 1529960, 596075, 1497198, 730739, 283769, 1273467, 163973, 1307781, 212106, 891021, 1335949, 1588366, 2031761, 1303704, 1258650, 629406, 1739427, 518823, 2222, 138930, 21683, 554162, 625845, 402615, 1150652, 1130690, 1156290, 598212, 1361093, 654030, 751828, 599770, 2019548, 902878, 1903327, 306400, 1626344, 1729773, 861934, 152815, 806128, 364785, 1608435, 1880308, 1760506, 798459, 1019131, 234237, 739073, 1378565, 301830, 310024, 1819915, 672524, 1746705, 160536, 158494, 2036514, 321832, 19755, 1008939, 1177901, 822067, 557365, 1838400, 810821, 106314, 864076, 1857869, 1508686, 500559, 1627474, 503635, 255834, 620388, 733541, 280423, 1924459, 1790320, 1387894, 1352057, 507773, 1784703, 1735554, 1045892, 1984904, 1922953, 1063307, 1320331, 1579924, 1504150, 655767, 865690, 1296304, 1189297, 121269, 709557, 1218489, 1910202, 1621947, 889790, 382399, 1907134, 585669, 986567, 1470409, 1559498, 328652, 794575, 9681, 479187, 1836499, 2043865, 1673178, 1846747, 1419741, 147937, 208868, 1747430, 934887, 1500136, 1147370, 150507, 1000438, 2003449, 1521659, 588798}	42369
Margaret	Villalobos	4/29/1978	{613376, 914944, 1257472, 1654275, 1672705, 849414, 1070601, 1198091, 550924, 568848, 223250, 397331, 1114645, 1588759, 1812503, 174615, 1998875, 178715, 749085, 948766, 1252384, 933409, 833058, 1533984, 193065, 970797, 1512494, 1785390, 1407025, 801846, 285240, 242746, 784955, 2039870, 335937, 632398, 555087, 942672, 1824848, 664659, 938067, 1717331, 203350, 861270, 1463385, 312922, 479836, 1096797, 602206, 61023, 1307228, 1980512, 2030690, 845412, 1140838, 1354854, 1529960, 496238, 1497198, 494195, 441462, 990328, 283769, 591483, 1896060, 1184893, 105599, 976005, 126090, 505994, 1973386, 1216141, 1317517, 1323666, 213652, 37015, 1143447, 1303704, 446107, 805019, 1324192, 1608867, 1739427, 518823, 827575, 373945, 668349, 1143997, 204992, 58562, 1130690, 745673, 890057, 1088714, 764620, 1829066, 31955, 1601748, 1568469, 1026784, 132321, 724193, 228583, 5864, 1010921, 1302249, 1626344, 324332, 691949, 1247471, 471281, 627953, 404213, 837881, 798459, 543997, 292094, 697602, 1775362, 1378565, 301830, 1646344, 385802, 672524, 760083, 1607956, 1732374, 199959, 160536, 1443100, 635165, 1820448, 321832, 465195, 69420, 433966, 884527, 209716, 2023739, 1327932, 1308990, 1603902, 701760, 1647935, 802120, 1420617, 1743177, 1485644, 315213, 1442126, 1857869, 943444, 1516372, 432985, 54110, 620388, 1091941, 1796462, 1469296, 1790320, 1272179, 1387894, 1273207, 1408888, 1087360, 1735554, 237955, 1330051, 1951619, 1984904, 1922953, 994698, 1063307, 1320331, 618893, 1544077, 1233808, 1186708, 1574295, 94618, 834971, 1237408, 1814432, 1889186, 1565091, 1559462, 99755, 1296304, 1189297, 2002352, 270774, 348600, 338875, 889790, 540608, 1225665, 1259970, 1066947, 1447876, 797641, 1149897, 2033611, 477132, 1337293, 562128, 9681, 1210833, 266195, 1836499, 259541, 303573, 734680, 1419741, 907743, 1994722, 501221, 744421, 1147370, 1777651, 454644, 988662, 1756663, 2003449, 650749}	18993
Kathryn	Hockensmith	5/27/1967	{613376, 1550338, 173575, 1088520, 332297, 1745932, 972814, 178703, 568848, 1920015, 272405, 61979, 1545246, 184867, 358435, 922150, 1676326, 1269293, 426030, 1743406, 1594930, 1354292, 487992, 1763897, 41018, 1143867, 561212, 1198651, 739903, 1064513, 81986, 1687619, 1661508, 1952833, 383047, 784457, 1136714, 1882185, 625741, 632398, 555087, 1620048, 451670, 1526359, 960088, 1921624, 312922, 1124955, 1592927, 1975903, 527973, 1140838, 1529960, 618601, 1412713, 596075, 1497198, 1167986, 626816, 52362, 1972875, 107660, 392335, 2031761, 1458322, 1610389, 682646, 1303704, 320157, 629406, 897694, 1608867, 727717, 518823, 1703080, 21683, 769716, 480438, 1150652, 1156290, 589507, 1719495, 644808, 885450, 1551052, 654030, 1831123, 1390292, 1942750, 1903327, 142048, 38627, 34532, 1631460, 286438, 697576, 799467, 771820, 1168625, 583414, 706806, 435960, 873728, 1281795, 301830, 1313544, 672524, 1393422, 525071, 1635600, 608529, 1189651, 401173, 1055510, 1134870, 160536, 1596182, 157466, 864542, 678687, 2036514, 831780, 169765, 321832, 343848, 1177901, 263470, 951601, 209716, 1252152, 1811257, 604475, 602943, 574273, 388418, 1598273, 1579845, 1220423, 264008, 1824072, 841546, 1857869, 2008916, 345945, 1312603, 1807707, 1061213, 323423, 1058144, 1327971, 620388, 1988971, 1783665, 979826, 1387894, 2026872, 669566, 522111, 1338239, 1438082, 1735554, 1063307, 735628, 1053068, 431502, 1087884, 1320331, 930194, 592275, 1046934, 655767, 1174935, 1034650, 1109915, 509345, 1934753, 1041319, 99755, 1114028, 683437, 294831, 477617, 1695665, 112056, 1309114, 1621947, 1910202, 889790, 967103, 1383359, 816577, 1907134, 513987, 795588, 585669, 699849, 1470409, 615375, 1819599, 1836499, 1012183, 582616, 1240027, 1410524, 830429, 1419741, 1846747, 116192, 1542625, 1395682, 1543649, 1768931, 1871336, 975337, 1147370, 77298, 204789, 2003449, 656893, 1306623}	37823
Alice	Pate	9/6/1988	{98310, 1886732, 1542157, 390163, 1588759, 439333, 1098279, 970797, 277040, 1093682, 801846, 285240, 1031737, 14394, 1701438, 1816127, 531524, 1529930, 1668683, 191052, 1423437, 134734, 664659, 1847897, 312922, 984156, 395357, 1765468, 871007, 1786464, 241252, 732777, 1064041, 695403, 701553, 329843, 1708149, 628345, 493690, 1252988, 705150, 344712, 1972875, 555676, 592034, 518823, 429225, 21683, 769716, 1493694, 1375938, 1199301, 961737, 112330, 1082057, 1314509, 300757, 1916120, 902878, 1150691, 34532, 1626344, 1010921, 1110762, 1281258, 364785, 1904372, 1940724, 436472, 1965817, 798459, 1378565, 301830, 824070, 1968395, 682778, 676639, 678687, 1308969, 1008939, 382269, 1420617, 1339210, 189261, 1857869, 1251152, 1129809, 842581, 1005398, 1648985, 199003, 2017115, 293730, 620388, 717672, 1345390, 1790320, 1783665, 1272179, 407413, 1387894, 900475, 1735554, 1568649, 1922953, 1320331, 792468, 1822102, 1891223, 1572763, 1666471, 1296304, 477617, 806321, 979891, 1189297, 1497522, 1695665, 1770416, 889790, 1855422, 986567, 1920457, 9681, 1210833, 1836499, 768982, 1673178, 520155, 910303, 1311712, 886241, 1994722, 1069539, 1418213, 1680358, 908264, 1147370, 1687020, 1409006, 988662, 1235447, 2003449, 1406974}	63140
Paulette	Emerick	8/28/1948	{1294337, 1722375, 996362, 1542157, 1663504, 1427485, 500768, 1043491, 802856, 292394, 780844, 1121324, 487992, 285240, 1281594, 1213502, 1816127, 155203, 531524, 474187, 1151052, 134734, 555087, 942672, 218193, 101464, 1402456, 312922, 345690, 712284, 818267, 984156, 1463385, 1505377, 967267, 541799, 1529960, 176235, 1025134, 223859, 560759, 1090169, 493690, 1273467, 1184893, 626816, 1530505, 212106, 1317517, 1560719, 2031761, 81044, 1303704, 897694, 1608867, 518823, 21683, 527540, 275125, 1506489, 2042558, 2035905, 1156290, 598212, 961737, 1082057, 139980, 1314509, 113359, 1601748, 1123543, 1916120, 902878, 1224414, 1844449, 1748712, 1010921, 861934, 806128, 364785, 1812721, 127731, 706806, 1965817, 1760506, 746235, 348413, 234237, 961277, 27904, 1698046, 617732, 301830, 665353, 672524, 781589, 613143, 160536, 193818, 2001180, 179486, 676639, 143650, 321832, 1308969, 1237802, 1008939, 272686, 1058099, 209716, 557365, 805173, 260412, 927554, 1161545, 1305929, 973132, 1941836, 819535, 1253711, 934226, 842581, 1005398, 1462101, 1816921, 2017115, 1526623, 620388, 733541, 26474, 507243, 1367917, 820594, 407413, 1387894, 2026872, 1352057, 1428349, 783743, 499073, 1735554, 1922953, 1063307, 1320331, 239508, 1232278, 1174935, 1763736, 201629, 115616, 880547, 1804707, 244135, 243114, 1244589, 924590, 1821103, 1770416, 1610673, 1497522, 298420, 709557, 337846, 1296827, 1413051, 889790, 382399, 908734, 1855422, 986567, 36298, 266195, 1836499, 795605, 1898966, 372184, 456665, 520155, 1393628, 1419741, 1607648, 744421, 1147370, 1923562, 1071088, 1553905, 545268, 839157, 1000438, 1756663, 799736, 2003449, 588798, 1333759}	95344
Tony	Ho	11/27/1970	{1934853, 101897, 1745932, 1886732, 1154579, 910358, 350752, 1252384, 1949733, 215084, 221743, 105522, 1354292, 285240, 684105, 2008652, 555087, 618064, 284243, 451670, 623704, 312922, 22624, 1675361, 979045, 1140838, 1908326, 1529960, 596075, 1497198, 268399, 1955970, 11395, 1058436, 1278596, 957063, 107660, 1489039, 322194, 1610389, 1303704, 2025114, 706205, 629406, 541855, 1331869, 1429663, 1146019, 1608867, 518823, 1293997, 480438, 1942199, 1478328, 1099449, 1150652, 668349, 1298108, 204992, 864458, 885450, 1551052, 1707213, 2023123, 324332, 875244, 583414, 798459, 987900, 301830, 982281, 672524, 248593, 1666833, 943891, 160536, 723226, 1308969, 1515307, 572207, 656690, 209716, 574273, 534341, 1579845, 1824072, 1976140, 302932, 1012570, 310619, 999266, 505699, 620388, 1727330, 300390, 1607018, 875883, 1657195, 16238, 502639, 626033, 1387894, 1735554, 1045892, 1922953, 1063307, 1320331, 461199, 984981, 526233, 193443, 1464231, 402864, 477617, 1431989, 3001, 1687996, 1039805, 889790, 816577, 1461186, 1066947, 795588, 1470409, 2033611, 1836499, 1846747, 1419741, 1768931, 257006, 607217, 2003449, 1306623}	40024
