GivenName	Surname	Birthday	twostephash	uid
Thomas	Hutchins	7/29/1990	{1319937, 1014274, 1756166, 98310, 173575, 101897, 319498, 1198091, 1745932, 724494, 568848, 910358, 1588759, 1545246, 1158176, 1252384, 1533984, 784426, 1162291, 1196085, 285240, 1220664, 169530, 1054785, 619587, 1137220, 1496132, 1339974, 843338, 873034, 1011789, 555087, 515664, 664659, 451670, 861270, 1402456, 1846360, 312922, 688738, 1529960, 596075, 496238, 1813616, 1167986, 423027, 441462, 1090169, 283769, 258685, 963710, 105599, 163973, 1084552, 505994, 362125, 2031761, 969363, 1395859, 1961620, 682646, 1303704, 200857, 629406, 437919, 1027233, 1492641, 1608867, 518823, 1165994, 1332402, 21683, 1469621, 868022, 208567, 1942199, 1150652, 1354430, 683711, 59584, 1856193, 1940673, 1780939, 1551052, 1031893, 1568469, 1483481, 1272540, 142048, 1638112, 1626344, 1302249, 1386731, 856813, 1807598, 1779952, 404213, 1510133, 798459, 375041, 739073, 1378565, 301830, 672524, 1635600, 531729, 1739537, 1512211, 1870101, 160536, 1453850, 678687, 29472, 1820448, 462114, 831780, 321832, 1308969, 1747762, 849203, 560955, 382269, 359743, 500031, 574273, 1218371, 1579845, 1109830, 1857869, 191317, 649048, 1297245, 2020701, 137568, 620388, 1730917, 72039, 1790320, 1387894, 1488759, 625017, 916347, 1953660, 669566, 1735554, 1098629, 1984904, 1922953, 1063307, 1087884, 1323917, 431502, 214418, 1046934, 266648, 279450, 225697, 294305, 1565091, 637863, 269224, 1260967, 1296304, 1189297, 1770416, 121269, 566714, 889790, 1383359, 816577, 795588, 1286086, 699849, 1920457, 864716, 1131982, 9681, 1626577, 479187, 1836499, 1673178, 830429, 1419741, 1768931, 208868, 1044964, 749543, 310249, 1147370, 1229295, 1274863, 2003449, 622589}	79459
Charlotte	Fredrick	8/17/1945	{1492484, 1213958, 98310, 849414, 1745932, 1114645, 1345557, 890393, 265753, 178715, 1427485, 948766, 1158176, 1252384, 1077797, 802856, 132649, 292394, 1672233, 780844, 1121324, 1392690, 487992, 1281594, 335937, 531524, 1137220, 1350212, 1766473, 134734, 555087, 229461, 451670, 312922, 818267, 712284, 984156, 2036829, 967267, 1428584, 1412713, 1529960, 176235, 596075, 1280621, 721522, 493690, 626816, 976005, 1307781, 1530505, 126090, 1973386, 435852, 1216141, 845455, 1307279, 1489039, 1395859, 37015, 1303704, 706205, 629406, 880798, 897694, 518823, 1150637, 554162, 1721010, 1790133, 480438, 868022, 1078969, 1446077, 1058495, 370371, 1895620, 1082057, 864458, 1745099, 1314509, 500431, 834772, 83159, 1867479, 1916120, 2028764, 1260768, 1844449, 1026789, 286438, 1010921, 351979, 1643243, 482547, 1296629, 1380600, 1965817, 798459, 746235, 348413, 961277, 1698046, 375041, 617732, 301830, 665353, 1002251, 26382, 526096, 2001169, 1817363, 781589, 858903, 2005271, 193818, 643868, 1443100, 676639, 468771, 384292, 961832, 1326888, 433966, 465202, 602934, 1487160, 1811257, 1498951, 1626952, 1161545, 1743177, 1046347, 973132, 1857869, 1442126, 819535, 1508686, 1856846, 1941836, 842581, 1005398, 58199, 1561430, 255834, 2017115, 608612, 1367917, 626033, 504178, 407413, 463734, 1273207, 1387894, 1408888, 2026872, 783743, 1087360, 1735554, 1951619, 1838468, 2020226, 1922953, 491403, 1320331, 1333644, 239508, 1504150, 1174935, 1763736, 199580, 201629, 1804707, 1559462, 244135, 637863, 1043373, 1821103, 1770416, 1610673, 1497522, 298420, 709557, 270774, 887742, 889790, 908734, 1179585, 1855422, 580547, 795588, 139205, 1470409, 36298, 1337293, 1836499, 259541, 1347542, 1927637, 520155, 916444, 638941, 992220, 907743, 1393628, 1419741, 1846747, 744421, 1794022, 1500136, 975337, 1147370, 1923562, 1461235, 2003449, 1521659, 1328124}	44794
Kathleen	Hill	11/24/1996	{1319937, 1681412, 101897, 1198091, 550924, 235022, 724494, 910358, 1719832, 678425, 999962, 749085, 1545246, 1252384, 1676326, 1269293, 1790509, 392246, 1954871, 285240, 1763897, 500284, 561212, 611902, 616509, 81986, 155203, 1687619, 555087, 1011281, 1510995, 1305686, 1402456, 312922, 1124955, 897629, 1096797, 954463, 1294432, 1592927, 688738, 845412, 1354854, 1908326, 1529960, 1043562, 1497198, 1167986, 494195, 1733746, 223861, 987768, 1353340, 1058436, 1161861, 1084552, 52362, 1972875, 362125, 204433, 2031761, 1303704, 320157, 1608867, 518823, 1959082, 579244, 21683, 769716, 1145524, 501944, 863419, 69308, 1298108, 849598, 1156290, 589507, 745673, 112330, 1340109, 724175, 278228, 1601748, 142048, 132321, 1638112, 38627, 34532, 1631460, 1503462, 228583, 1748712, 2024162, 476909, 1247471, 1490165, 1393398, 1814773, 435960, 798459, 543997, 634623, 27904, 301830, 1646344, 672524, 1635600, 531729, 608529, 1666833, 1055510, 160536, 157466, 1453850, 1559322, 179486, 1047329, 2036514, 169765, 321832, 1308969, 465195, 1177901, 263470, 209716, 1603902, 534341, 802120, 841546, 315213, 1857869, 1089360, 302932, 649048, 1816921, 310619, 2017115, 1061213, 1216351, 1526623, 1327971, 620388, 1091941, 300390, 697703, 875883, 16238, 1469296, 1783665, 979826, 1387894, 669566, 1735554, 1513860, 1922953, 1063307, 1087884, 592275, 984981, 266648, 115616, 1889186, 193443, 243114, 1244589, 402864, 1695665, 337846, 566714, 618426, 1621947, 889790, 65471, 540608, 1383359, 797641, 1149897, 1920457, 1162188, 1557453, 1819599, 1836499, 1898966, 685020, 1419741, 1543649, 706535, 1147370, 1229295, 1553905, 204789, 839157, 2003449}	54706
Richard	Brown	8/19/1937	{1213958, 98310, 1637384, 173575, 1114645, 1588759, 409626, 184861, 1592863, 1158176, 1252384, 1371169, 1104415, 1077797, 1271337, 236592, 886832, 1341488, 285240, 1003579, 1609790, 335937, 1503297, 531524, 1350212, 1124423, 134734, 555087, 114768, 1686608, 664659, 1921624, 312922, 818267, 712284, 602206, 1910366, 1085537, 782434, 967267, 1432163, 1529960, 1751658, 176235, 1497198, 1612409, 1307781, 1353862, 126090, 778897, 518823, 1395882, 762539, 1118382, 86705, 818868, 868022, 1644214, 1856193, 1070277, 71368, 1082057, 864458, 1314509, 500431, 1916120, 1260768, 661219, 1626344, 1010921, 1281258, 316142, 589039, 245, 1380600, 798459, 348413, 1698046, 375041, 617732, 1378565, 301830, 665353, 1276174, 193818, 1820448, 562466, 832803, 1300267, 481069, 433966, 1303861, 567102, 958271, 1626952, 159561, 1305929, 354123, 973132, 1928525, 1442126, 1508686, 1587534, 842581, 1005398, 58199, 1330009, 255834, 1061213, 1102177, 26474, 1290745, 1790320, 326513, 407413, 1387894, 839033, 1428349, 1735554, 1951619, 2020226, 1258890, 1320331, 433548, 1717645, 1432976, 181137, 893844, 1504150, 1763736, 834971, 1678235, 201629, 550813, 751007, 889759, 1143197, 709538, 1705884, 1666471, 900521, 1821103, 1296304, 1189297, 1722288, 298420, 121269, 41404, 908734, 1855422, 1225665, 1606084, 553413, 393158, 9681, 1836499, 1547732, 1673178, 1419741, 31711, 925668, 1002469, 1500136, 1147370, 1923562, 150517, 2003449, 1521659, 1328124}	64755
Troy	Jennings	5/22/1988	{849414, 1890824, 319498, 1362449, 390163, 20506, 1748011, 1265198, 372784, 392246, 1854007, 665656, 1003062, 39994, 14394, 285240, 625213, 1687619, 1137220, 784457, 1882185, 191052, 555087, 515664, 979028, 1637973, 668249, 312922, 1124955, 1765468, 395357, 897629, 1941086, 782434, 80483, 973923, 1011300, 1432163, 190056, 1529960, 1497198, 1976435, 1708149, 187524, 313479, 1038983, 181393, 2031761, 1303704, 877215, 1608867, 518823, 540328, 501426, 602290, 1523893, 1144507, 1150652, 451777, 1514177, 1199301, 1982152, 1388234, 1390292, 1618644, 1971927, 1483481, 1408223, 142048, 38627, 1162980, 1631460, 1110762, 316142, 589039, 1871089, 1159411, 1904372, 1513718, 864503, 435960, 2039545, 798459, 549116, 301830, 1809163, 672524, 1393422, 524560, 608529, 364306, 1654548, 160536, 244505, 157466, 29472, 548128, 462114, 1713952, 321832, 1308969, 780076, 481069, 2005805, 209716, 1252152, 709946, 382269, 567102, 1598273, 388418, 702790, 1758536, 1339210, 674125, 1909584, 151891, 2008916, 632150, 78168, 1405785, 971617, 620388, 717672, 235370, 1081707, 1607018, 1754998, 1488759, 1428349, 1142142, 1735554, 998283, 1063307, 1320331, 1582476, 1432976, 1752977, 1708954, 1968540, 294305, 1934753, 973733, 641958, 1666471, 1114028, 1857454, 1372079, 1491888, 299956, 926652, 1131964, 889790, 1702333, 1766334, 902085, 130502, 220102, 1286086, 1470409, 492491, 950734, 744402, 1836499, 734165, 1922012, 1419741, 1260510, 1816029, 1830367, 727009, 886241, 579555, 1543649, 242149, 1622497, 295913, 1147370, 644591, 1772015, 239606, 1235447, 2003449}	96339
Mary	Howard	7/3/1973	{1745932, 1154579, 1114645, 409626, 818717, 898081, 215084, 426030, 1003579, 335937, 1064513, 1053252, 1136714, 1011789, 555087, 618064, 1686608, 1739859, 1277013, 451670, 861270, 1663576, 1921624, 312922, 602206, 1085537, 1140838, 1529960, 1501802, 596075, 496238, 1497198, 441462, 1219197, 105599, 11395, 668292, 126090, 505994, 714380, 629406, 183967, 1429663, 518823, 1891496, 762539, 452268, 1623723, 1118382, 1279669, 480438, 1644214, 1942199, 204992, 58562, 508101, 1070277, 864458, 1551052, 1707213, 1075406, 500431, 1637075, 1378004, 1568469, 236757, 651481, 286438, 1187046, 1302249, 799467, 324332, 404213, 1393402, 1902336, 967427, 23300, 968451, 301830, 838932, 723226, 1917725, 1820448, 1340196, 1998628, 1308969, 433966, 272184, 1252152, 2023739, 1293116, 574273, 1579845, 547658, 1353549, 1442126, 539983, 959312, 1330014, 1730917, 326513, 626033, 683890, 951669, 1387894, 1737086, 1735554, 1951619, 1045892, 1320331, 526233, 834971, 1556892, 1678235, 889759, 1565091, 1041319, 1722288, 1914801, 121269, 3001, 1246652, 816577, 1066947, 795588, 1357251, 393158, 1470409, 1528270, 1836499, 1547732, 582616, 1880025, 1240027, 1846747, 1419741, 1910236, 1395682, 186851, 1768931, 2032617, 1147370, 1594352, 607217, 1180660, 2003449}	95362
Dolores	Palacios	1/17/1963	{1654275, 849414, 408582, 459782, 550924, 1542157, 1745932, 1713686, 1719832, 178715, 1059872, 88097, 1252384, 1942056, 1672233, 2036777, 1269293, 689711, 523313, 908849, 21557, 801846, 1954871, 285240, 1143867, 1052732, 1816127, 1016903, 1490503, 632398, 555087, 1011281, 142418, 1717331, 246870, 451670, 312922, 345690, 1197661, 472158, 1507933, 1592927, 418913, 1980512, 701029, 1529960, 596075, 1497198, 829552, 1058436, 976005, 957063, 553610, 1973386, 891021, 1216141, 1474701, 892560, 1489039, 58517, 1820822, 37015, 1303704, 446107, 629406, 39072, 518823, 509105, 138930, 480438, 110775, 373945, 882363, 1842875, 1130690, 914115, 1156290, 1636040, 1767625, 1777362, 31955, 1867479, 599770, 920282, 902878, 174816, 1026784, 1259, 691949, 1090041, 364785, 283378, 1380600, 798459, 987900, 1019131, 496386, 1442053, 301830, 708359, 1341194, 1959417, 1666833, 199959, 1443100, 635165, 2024732, 1538335, 1680162, 47907, 1374503, 1224489, 1308969, 1008939, 1177901, 465202, 1638711, 1647935, 1649984, 1563969, 1646916, 534341, 363849, 1106761, 1420617, 1485644, 1743177, 1516372, 432985, 54110, 573790, 1343842, 620388, 733541, 1258855, 711528, 1589609, 1970023, 157547, 875883, 1069932, 61294, 626033, 504178, 1806705, 281460, 1313653, 463734, 348023, 803702, 1122678, 386426, 1273207, 1387894, 1408888, 104319, 1087360, 1735554, 1045892, 971143, 1922953, 1320331, 386956, 1544077, 842127, 616852, 1763736, 494489, 1498522, 741789, 1237408, 193443, 350628, 1559462, 637863, 654247, 99755, 402864, 2002352, 683954, 1271218, 26036, 270774, 1072056, 1621947, 889790, 795588, 760774, 1470409, 934347, 328652, 1337293, 1210833, 1836499, 259541, 1566165, 16858, 1846747, 1419741, 1260510, 907743, 1994722, 1147370, 150507, 592373, 988662, 1896952, 2003449, 1179643, 1328124}	6566
Janice	Hinson	4/6/1941	{1929217, 449027, 173575, 319498, 1198091, 1886732, 724494, 568848, 1527824, 514583, 1648666, 292394, 1394730, 277040, 105522, 618035, 285240, 2023995, 625213, 1701438, 531524, 1137220, 843338, 1529930, 1553994, 555087, 515664, 312922, 818267, 1432668, 871007, 1786464, 688738, 1018470, 1354854, 1614951, 1497198, 1097844, 1404533, 239734, 644728, 628345, 1252988, 957063, 362125, 1238160, 1870491, 1703580, 39072, 1492641, 317602, 1146019, 518823, 416949, 1478328, 69308, 1150652, 1493694, 1940673, 1375938, 979655, 1082057, 1278153, 764620, 1314509, 902863, 1916120, 132321, 1065698, 228583, 1010921, 1281258, 1807598, 1334516, 1296629, 436472, 639736, 798459, 543997, 218366, 301830, 1199368, 1107210, 1809163, 526096, 364306, 943891, 157466, 682778, 1398556, 1453850, 1135391, 29472, 462114, 831780, 683816, 329001, 1308969, 572207, 1058097, 849203, 739124, 501560, 1882443, 198988, 315213, 966988, 1251152, 1129809, 464722, 842581, 632150, 1005398, 84824, 649048, 2017119, 1367917, 765295, 298868, 407413, 1387894, 1488759, 207224, 900475, 1735554, 1937797, 998283, 1320331, 1582476, 431502, 792468, 723350, 1822102, 1891223, 222618, 1109915, 1386397, 147870, 294305, 806321, 1610673, 933303, 1373624, 566714, 889790, 1855422, 1068995, 220102, 1286086, 1310664, 699849, 36298, 1920457, 1073107, 1836499, 1922012, 830429, 323040, 1149409, 1201633, 242149, 1418213, 1680358, 153577, 908778, 1687020, 1229295, 1695215, 1182193, 1461235, 2003449, 728570, 1406974}	81965
Annie	Boyd	5/18/1937	{1257472, 357891, 173575, 1452557, 1527824, 1362449, 1154579, 20506, 1998875, 1592863, 1252384, 416290, 833058, 886832, 1854007, 285240, 2023995, 625213, 1609790, 784457, 1882185, 134734, 555087, 1824848, 637522, 668249, 312922, 712284, 1910366, 1529960, 176235, 1497198, 644728, 1612409, 1339014, 727175, 1610389, 877215, 664737, 518823, 1039528, 1562279, 1231532, 86705, 1433266, 296125, 752830, 1514177, 71368, 1734353, 1390292, 1618644, 1971927, 1748712, 1010921, 1992942, 1871089, 798459, 348413, 975613, 218366, 301830, 1341194, 443659, 1809163, 1876235, 248593, 364306, 564499, 711953, 1654548, 157466, 570146, 917797, 276776, 329001, 1300267, 780076, 1263919, 739124, 428341, 1872183, 1284410, 1308990, 958271, 1598273, 388418, 1305929, 28493, 1928525, 1136976, 904529, 1833296, 1397587, 2008916, 632150, 78168, 867176, 26474, 610669, 1681774, 1796463, 1290745, 1387894, 1371513, 1203066, 1428349, 1735554, 1149827, 1336708, 1937797, 994698, 998283, 1258890, 1320331, 1582476, 1717645, 1233808, 2038673, 180115, 1574295, 1763736, 1708954, 201629, 550813, 1223072, 1934753, 709538, 552871, 900521, 1145259, 1114028, 298420, 889790, 540608, 1225665, 130502, 220102, 1470409, 1126346, 477132, 1061330, 1836499, 1393628, 1419741, 1922012, 242149, 1468391, 1147370, 239606, 2003449, 39932}	83983
Freddie	Edwards	9/10/1970	{1672705, 1934853, 379910, 849414, 130056, 1142282, 613387, 1886732, 309776, 1114645, 1765399, 1588759, 2000408, 265753, 1955354, 1252384, 629283, 1177131, 221743, 1336879, 1981493, 335937, 155203, 941126, 499786, 555087, 259152, 618064, 821840, 284243, 1686608, 312922, 22624, 1140838, 1529960, 1501802, 1046638, 1497198, 1323635, 1953399, 1135737, 968323, 1353862, 126090, 1230987, 107660, 435852, 1216141, 845455, 622736, 1494161, 1973386, 1106578, 1643668, 285341, 706205, 880798, 518823, 1039528, 762539, 1563819, 523954, 1332402, 1099449, 650429, 752830, 668349, 204992, 371905, 508101, 1070277, 96455, 1420999, 1351373, 430293, 184539, 1026784, 1626344, 1748712, 324332, 1992942, 1131766, 1393402, 798459, 1902336, 1378565, 301830, 385802, 248593, 1817363, 1728790, 332567, 723226, 1340196, 1998628, 369446, 276776, 1308969, 953132, 719149, 433966, 256823, 272184, 2023739, 1356096, 475458, 1743177, 2023244, 1442126, 1390421, 58199, 1676120, 663897, 2017115, 1856353, 1257321, 1657195, 1281388, 1012592, 326513, 1790320, 188277, 432502, 1387894, 1059706, 1797498, 1735554, 1149827, 1838468, 1951619, 1922953, 491403, 735628, 1320331, 1373582, 178577, 1929105, 807321, 834971, 1228187, 1473437, 1163166, 1562527, 115616, 1678235, 1705884, 1559462, 840615, 1270696, 1145259, 1029036, 1244589, 1296304, 1189297, 168885, 601531, 117693, 889790, 443840, 1461186, 1066947, 393158, 1331657, 131530, 1126346, 1892304, 9681, 1836499, 1034708, 1347542, 1898966, 1251288, 638941, 1419741, 907743, 994280, 2032617, 1147370, 1594352, 83953, 2003449}	58699
Hilary	Pugh	11/15/1997	{1319937, 1654275, 2036744, 101897, 1440266, 724494, 910358, 697887, 1308713, 212526, 426030, 1954871, 335937, 1064513, 1339974, 733255, 784457, 1136714, 1882185, 632398, 555087, 618064, 466513, 895568, 1510995, 203350, 1524823, 312922, 602206, 1294432, 1980512, 688738, 174693, 1140838, 1908326, 1529960, 1497198, 34418, 494195, 987768, 939001, 1058436, 233094, 1084552, 126090, 1472138, 362125, 1106578, 1315991, 2025114, 446107, 706205, 518823, 383661, 501944, 1298108, 668349, 1143997, 204992, 58562, 1130690, 1113798, 496328, 500431, 1390292, 1793244, 1638112, 1631460, 286438, 1010921, 799467, 324332, 771820, 811245, 1698542, 1871089, 754, 1126650, 926460, 301830, 498440, 1646344, 1666833, 1829655, 723226, 1453850, 635165, 299808, 693031, 406826, 433966, 1640753, 235314, 849203, 856370, 1252152, 823612, 1603902, 388418, 534341, 1442126, 302932, 1088854, 649048, 432985, 310619, 1091941, 875883, 16238, 1706351, 419187, 1387386, 1735554, 1951619, 1513860, 1202566, 1922953, 984981, 2008981, 266648, 834971, 783262, 1260958, 1934753, 1024930, 193443, 257955, 530853, 1889186, 1041319, 377256, 536488, 1307052, 1875375, 402864, 1598389, 348600, 566714, 889790, 1066947, 699849, 797641, 1331657, 1920457, 685517, 1836499, 1566165, 582616, 1240027, 685020, 1419741, 729054, 1542625, 1395682, 2032617, 1147370, 644591, 1229295, 1081332, 870901, 183799, 2003449}	10396
Richard	Puckett	5/4/1993	{613376, 707585, 1319937, 98310, 101897, 1198091, 1427485, 1158176, 1252384, 1077797, 1437221, 802856, 613932, 886832, 487992, 285240, 1281594, 1261627, 335937, 1350212, 1339974, 784457, 1882185, 555087, 942672, 1686608, 1510995, 3157, 1463385, 312922, 1096797, 602206, 967267, 1354854, 1529960, 1412713, 1501802, 1497198, 34418, 560759, 1184893, 939001, 626816, 815745, 1824385, 1307781, 1353862, 1668741, 1084552, 1471624, 126090, 533131, 1530505, 1317517, 1903757, 57489, 1395859, 682646, 897694, 130212, 727717, 518823, 762539, 1150637, 1840303, 868022, 1644214, 69308, 1856193, 1070277, 1113798, 71368, 111304, 1082057, 1314509, 500431, 1390292, 1916120, 1821405, 1638112, 132321, 1844449, 228583, 697576, 1010921, 1789160, 771820, 811245, 1871089, 1955570, 798459, 926460, 543997, 120062, 1154303, 1698046, 375041, 1884926, 617732, 301830, 665353, 1055510, 193818, 253214, 1796896, 1224489, 19755, 156972, 1300267, 433966, 1177903, 823612, 380222, 958271, 1598273, 388418, 1626952, 1161545, 1806664, 973132, 315213, 1442126, 819535, 1305424, 1508686, 934226, 1928525, 1941836, 842581, 1005398, 2008916, 255834, 1893724, 323423, 530282, 326513, 1033585, 407413, 1387894, 2026872, 839033, 1371513, 1735554, 1951619, 1513860, 2020226, 1922953, 1717645, 723350, 1174935, 1213336, 1504150, 834971, 1678235, 550813, 1818528, 1934753, 1804707, 900521, 1310634, 1919410, 709557, 910776, 1812408, 618426, 889790, 908734, 1855422, 1225665, 553413, 393158, 699849, 865230, 1836499, 372184, 1393628, 1419741, 1607648, 1500136, 975337, 1147370, 1923562, 416749, 644591, 266228, 1756663, 2003449, 1612794, 1521659, 656893, 1333759}	51188
Kristy	Black	3/1/1995	{1695232, 1319937, 1654275, 144388, 101897, 647699, 1049619, 103957, 1024533, 1997333, 1252384, 271908, 215084, 1216044, 1954871, 285240, 487992, 1003579, 69179, 1739841, 1053252, 1339974, 1490503, 632398, 555087, 895568, 1510995, 246870, 1110103, 1921624, 1884761, 312922, 825434, 820317, 1980512, 1907297, 1529960, 1412713, 94829, 1497198, 940657, 1166451, 987768, 966267, 626816, 1091718, 1084552, 323721, 52362, 1878666, 1781902, 1214607, 446107, 1058975, 1379489, 1912483, 2011812, 1581733, 518823, 766139, 1130690, 1547465, 1576138, 920282, 1155803, 761055, 1638112, 2024162, 453350, 1010921, 1807083, 691949, 798459, 1698046, 253184, 496386, 23300, 301830, 24839, 665353, 625419, 531729, 1666833, 1365787, 635165, 1917725, 161572, 667941, 1993508, 1308969, 716586, 1731385, 1811257, 1563969, 534341, 700746, 973132, 1941836, 1088854, 432985, 1330009, 2034011, 971100, 875883, 921963, 61294, 575855, 1345390, 1313653, 1387894, 2026872, 386426, 282493, 2006913, 1735554, 1513860, 909192, 1544077, 99215, 181137, 193939, 1174935, 266648, 865694, 294305, 1029036, 1821103, 402864, 1914801, 147378, 683954, 2017715, 738230, 1723319, 348600, 887742, 889790, 1426879, 1461186, 39363, 617411, 1920457, 1126346, 1749451, 2041289, 1836499, 458200, 1393628, 1419741, 1281504, 896482, 186851, 610792, 1147370, 1923562, 1180660, 2003449}	74186
Jerome	Hamblin	8/25/1972	{1695232, 449027, 1213958, 1722375, 319498, 996362, 103957, 1511957, 1609247, 1252384, 1104415, 1077797, 1942056, 1394730, 1265198, 236592, 285240, 1031737, 293434, 1003579, 67648, 1137220, 1350212, 1882185, 1303626, 134734, 555087, 515664, 618064, 821840, 191061, 1637973, 312922, 818267, 712284, 825434, 543326, 832604, 782434, 80483, 1432163, 1813091, 675942, 1140838, 1529960, 1614951, 1774182, 176235, 1302636, 1497198, 2001007, 223859, 423027, 258685, 32383, 1307781, 1038983, 1413769, 52362, 1984651, 1151116, 198803, 1086617, 784538, 1492641, 317602, 518823, 906920, 429225, 554162, 668349, 2042558, 59584, 204992, 1940673, 2035905, 979655, 1547465, 112330, 867530, 1388234, 113359, 1613009, 1390292, 1224414, 1408223, 1010921, 1271019, 324332, 1807083, 316142, 589039, 861934, 1871089, 100090, 798459, 1592572, 348413, 301830, 824070, 672524, 160536, 723226, 1365787, 29472, 1713952, 462114, 819490, 321832, 481069, 209716, 805173, 2023739, 260412, 567102, 1598273, 388418, 927554, 702790, 159561, 700746, 1305929, 1508686, 1909584, 1709907, 2008916, 84824, 255834, 1061213, 137568, 1102177, 1727330, 620388, 697703, 867176, 26474, 507243, 1345390, 1754998, 1488759, 207224, 1129336, 544634, 1800056, 1428349, 1735554, 1521029, 1922953, 1063307, 1320331, 1717645, 181137, 893844, 445845, 1232278, 1895828, 1763736, 1572763, 201629, 920478, 528799, 751007, 1934753, 880547, 1114028, 170413, 1372079, 147378, 298420, 1576373, 644539, 1702333, 889790, 1066947, 1286086, 58313, 1331657, 2033611, 1812429, 1131982, 1836499, 768982, 1505755, 1419741, 1454557, 696290, 1500136, 153577, 1147370, 1386986, 1071088, 2003449, 313854}	36963
Reina	Hanley	4/7/1949	{1213958, 408582, 849414, 319498, 1198091, 1745932, 235022, 120341, 1345557, 193560, 296473, 178715, 1167388, 217116, 1252384, 1815075, 1077797, 1109030, 1672233, 292394, 1767984, 285240, 1837624, 2023995, 1570883, 1137220, 1350212, 1865797, 644684, 555087, 515664, 1907281, 1580629, 451670, 1402456, 312922, 818267, 1881179, 1096797, 1675361, 1354854, 1529960, 9834, 596075, 1497198, 125041, 105599, 1804420, 1307781, 1973386, 1216141, 634512, 357021, 315038, 629406, 39072, 1492641, 1948323, 518823, 579244, 554162, 1121460, 480438, 69308, 1940673, 1199301, 1771721, 1527498, 724175, 1601748, 1145055, 1026784, 132321, 794850, 228583, 1010921, 856813, 25328, 806128, 1296629, 798459, 543997, 1336578, 438021, 301830, 713477, 1483016, 526096, 691473, 1635600, 1728790, 467224, 157466, 29472, 462114, 819490, 2037031, 329001, 1058099, 739124, 385845, 237883, 1115452, 1684283, 574273, 1398085, 1743177, 315213, 1508686, 778066, 1816921, 255834, 781149, 1559393, 1173864, 1433961, 875883, 1366894, 626033, 1387894, 360824, 522111, 1735554, 1045892, 372613, 1937797, 1922953, 1320331, 35724, 1504150, 1975704, 811420, 294305, 243114, 1610673, 337846, 618426, 889790, 540608, 1009605, 1286086, 1470409, 1836499, 1846747, 1419741, 907743, 1500136, 1487849, 861162, 736235, 1147370, 1758700, 1553905, 1461235, 2003449, 1521659, 836095}	5881
Julie	Bloomer	1/19/1972	{1695232, 1294337, 1722375, 996362, 103957, 1511957, 1588759, 1200151, 1252384, 1043491, 311845, 670250, 784426, 1954871, 285240, 644664, 1031737, 1087554, 555087, 618064, 821840, 825434, 1505377, 1813091, 675942, 1140838, 1529960, 1774182, 1497198, 223859, 423027, 1215607, 987768, 1521794, 1058436, 976005, 1413769, 52362, 212106, 1015946, 37015, 2025114, 962715, 518823, 796328, 429225, 1039528, 1562279, 1231532, 668349, 752830, 1805503, 59584, 204992, 2035905, 2042558, 598212, 1547465, 112330, 113359, 500431, 1272540, 1224414, 2001631, 1150691, 1626344, 1010921, 1748712, 1386731, 324332, 1807083, 1992942, 806128, 281842, 346866, 850162, 100090, 798459, 1378565, 301830, 824070, 711953, 1666833, 564499, 723226, 447259, 1365787, 1443100, 1617692, 917797, 276776, 321832, 1308969, 557365, 805173, 1284410, 260412, 927554, 534341, 700746, 1485644, 408915, 663897, 137568, 293730, 867176, 477034, 507243, 875883, 610669, 1345390, 1790320, 1387894, 1273207, 1129336, 1408888, 258943, 1149827, 1336708, 1922953, 1320331, 445845, 1232278, 1471898, 263067, 1572763, 672670, 920478, 193443, 639396, 880547, 1145259, 402864, 1189297, 147378, 683954, 832434, 1296304, 270774, 1576373, 1610673, 474042, 889790, 382399, 1066947, 1736646, 1331657, 1126346, 1812429, 1131982, 9681, 1717201, 1836499, 795605, 768982, 811991, 1673178, 1419741, 1468391, 2032617, 1147370, 502763, 1071088, 545268, 1000438, 2003449}	14632
