GivenName	Surname	Birthday	tabminhash	uid
Russell	Harris	1991-12-10	1011010100101000111110100010010000101011111101010111011111100111101111100110101011000000011100110010001111111111110010110110000010111000101010100011010000001001101011101100111100111010010001011010100101000011111001000110101101000111001001110011000011011111111010100000111010011111110110101010110100101011000110100100101001010000000100000011011010111101001100111001000010101001101110000101000011001001101111001000001011100100111000011100010001000011000111111110111111010011110101111010100100100110000010010110001110101000111101100101110010011010000111110100101000111001110001000001011101000101111010011011110100101101100001010110111000000110000110010100000110001001101011010101101001010111100011000000011000111010011011001010000110000000111011000011011001101100001011000100101100000010011000011110101100010000110001111011110010111100011100110000011010000111100000000010100010011100010110100000010111001101001100000101010000101111000111100101111111000100110000100000101111011110110110111010001111011001000001000000110101011101	53461
Lberon II	Robert	24/09/1982	1111101101000011010100011000100100110000010011001000011111111001001010100111001010110001001100000111101111101100101111010100011100000100110100101100100101001100100000111011101100010011001011110001100010010111001101101101011001111111100111001111110010011010100111011000111100100110101011010010001110010001101101100011110111110101000010010101010110111010101110111001100111000101001010111001100010111000110101101010101111111011000000110001111011000001011111010010101110101001000001111001011111000101111010000000110100011011110001110010110000010000011000001101001000010011010111101110010100101100001110010011000111110000110010111000010100100101011000011001011101100000101010001110101001000011001000001101000110011010110011010111110110001110010010100011000110111001010110010011110100000011011010010011000011100001100000001111000011011011000000000001011101101100011011010001011101101001111011111001111011101000110110011111101100101111111100111011110001100010110010111100111010000000111101011000001001011100100000100011011110001000	96691
Regian	Grace	27 Aug 1954	1011100001100011100100001010110000011001110000111001001010011001010100001010000000100011111111010110100101110001001001111001001000100111110001100101100100001010110000100000010101001010100100010101100010110111000011011011111001110010100101100001100001101101000100001001101101110000000010111010011111000011111100111010100111010011010001010111010001101010010000101111000010101010110101110110000111010110110100101000100100000111100010011000000000000011000010000010001111110101101011110000001111000100111010011011100001111010001100111000110100000001110010110110000000011011011011101011110011010101010001100111000011011010000010111110101011100010100010110110010111100010100010000000011101110011111100100101000110011110001011010111111110111000110000111101110000100000001011010111111101010101010011011100111101101111110111011110101000111110100110000110011010001010011111010110110101100000001110111011000111110111101000011001110100111001010100111001010101101100110000010110011000000010111000010010010001100001110010000111110101010100	19512
Harold III	Loe	04-02-1998	1011100100100111111010100001011001110110010000001000011101100011000001001111101101100111101110100100001100010101000111011110100101000010000100100100000100001100100011000010001110111000101101011001100111101101100100100100010100001001100110110011110101110011101001011101101010101010110000110000111111011000101101101110010001110110100001000111011100001110101101011101100011100111111001011101001010011000111111101011011000000011001010000011101010100010101101100111110110010101100000101010110111111111011000000101111101011001100011000000000010110101011000011110110100010001111001011000000100111111101000011101000011010010101001000100111001000011100011100100100111011011001001001111111011001010000000101101011000000000010010000011101010000000110000000010101000000000001011110101111110100111011110110011011001011000010000100010111011110111100101100000001000010101111000000111101110000101100010111000000011101100110110111011011001101000101000110001110111010110110010000000110011101110101110011011001010011111000100100010111111001001	15129
 Thurman  	Dennis	21 Aug 1940	1010100111110111110100000111100011110001010001001100001111001001001001100000000101011000111011011011010101100011001111000001101100100011110001101111010111010011001001100101110001101000111001111000000101111101011011011100000001001110011110101010100100101111011100100100011000001000001100101010101000110101011001100001100000010000001110000011010001001110001110101001100100111010101011101111010111001011111111101010000111100110001100011000000001100001000110001010011101111011001111110111001101000010010001001010110000101011010011110100000000001101010011111111011000011110111000010101001010011011000001101110110101000101110101011111011010111111101100111010111001101011001100000010000101010111101111011010111000000110110011110111111110010001000100001011101001111000011110110011100101100001110110011011001000011011010100010110000001110110110000100011001000001011100001011010010001100110100110110011000100010001001000010000101000101001111111111100010000111000110001100100100110000100111001110000100001101001100101111010010111010010	87875
Juanita	 Ritenour  	06/06/1990	1011110110000001111100101000010011110100010011000010000111111100011011100010100000011110110000111101100101010011001110010000000101101011110110100100001010110110000011010001010000101110010111011000110001111001100001010110000101011110110100101110111001111000010000100000011000100000000110010010101000001101110101110010101001111011000110000000011100110101101100001011100011001111110001001001010100111000010110110011000000100010011111111000010010000001011101010110010001011000101010100011010100010000010110111100101111001010110000100100110101010101010010110111100000111101111011011010001000011101011000010010011111010000100111011011010110011011111010100000001111110011101111000010111001001001110101000110000100110110111010001111111100010101110111111111101010011000001111110010110100110010001110000111011101000010010000001001000110101110111001110011100110000110100010011011100000100111001110101010000100011000111110000101001001111001101000110000011111100111110111010110110001110001010011110011100111000001010000011111110110010000	69129
Sara  	Myers	5-1-1983	1010000101000010111110000001000001110110001010010011011110100111011001100101100001100111011100000000001100111010101110010111001100100001111101000100110011001001010011011100101101001000101011010000100001101101101010001110111000000111100001000011100110000001010001100000110110010011101111011000011110111001001111110000100111010101000111010111010100010110111100011111100010101100101100010111100111010000111101100000000111001010011100000010011000000000011111001000001101110011010011011011011000000001110000001110010001111001011000100010000110011100100001011111011001011000011001101010110001001010001001000011000101111001110110100011111001011111110111001010010100110000001010010111111111010010111110101001010101010010010011110001110001011011010010110111111000001000001010111001001100110010000000111110101011011000001000001001001001010001011101110111101001011001101010010001101100011000110111101001000111000111001110110001001000001100110011111001111000101101100000000000110010001111111100010010010111110101101010011100110101110100	5467
Michael	 nuiQn	03 Jul 1974	1111000110010001111101111111010000001111000001110010000011011111101101111101100110000111111100000111010001110010110101110110001110100001101110100001011000001010111010110101011100010101101100010111100101011111110111001011101001100111000111110001100000111001100101101000000000010000100100100010000111000011000101111110001000011011010001010101001101001110010100111101101110100111111100111010011000000110111100001001011001111011110010011111110010000001011110100011101100110010100001101100111010110000111010101110000110001100001101111000001000001110010000110101011000010101111100010100010001001000110100011011010011010111101011111011110000100010000001011010110011110101101111001100011001001011000011110100101100110010110011001010001110110010111111100010111011000101010111110100001011010111110110010000110010011000011000110010000001000111100001001100100000010110101011100011101000110001001001110011000111110101111001100111110100001111010001101001111101101010111101111000110001111100011100011010100100001111011001110010101101001111	421
Stehpanie	Allmon	12 Jun 1971	1010010111001010011000000101010101001100010110010110011111111011011111001100100001111110101000100111011001100101110010011111100101001101110010101100010111000000010001101001100100000110111100110000100000011101110000101010000001111100000000110010000010111011011100000110001011010000110000111010010010011001011101010110100001000101000110100011011100110110101100101000100110010101111011111011010010010111100111101110000010000010010100001010111101000000101010101100000110110011000000111110110110010010010100111010100110111111000101111001110100110100010110010111000010110111111101011100010110011011000110001010011111000001011101011010010111010110001010010010111001100001001101010010110001010011100110000100111110011100010010001110111100011111011010100111000000101000000111110010100100100111110000011111010010010001010000001011000011111011111001010111101000011101000101001000111001100010111110101001000110100001001001001101100001110101011111111101110111101101011011110010000110001111011001010010001101010111110011110111110011001001	61985
Davidson	Mariaa	1942-7-28	1011011001000110101110110011001100111001111001001000000010111001101100111010000111010010001101100011111100100001001010111100001101000011110000000000001110001000111011000101000001110110100101011001101110111111100001110010100001001010001001110111110101001100010000100100101111011110110010101010011100111001000101011001010100001101000000010111011000100110100100111001000110001111010111010000101001000010111100001001111010100001111010000101011000000001000010101010001010111011011011010101011110011010001001100110111101001001010000110000010111101100000111111101111100001110111101011000011000000111110001101111001011110001001100010010100101111010001010100000011011001000101111000111111101001001100111001001101001000110110111011111010110001011010110000101011000001000011110010010001010100100111111110010010001001010111001010111100101011000010000100001101111011101100010010000111101100010011010101011000101101011001000010101001100110100010000101010110101111010110101101110111110000010111101010001011000001001100100000010011110010100	32278
Rhonda Sr	cloetti	05/24/1981	1010000111001001100100000000110000001100001011101110000111110001001110100111001111100110101001101001100000101000001111111001000100000011010011101001100001001000100000010001011110101010101101011111010010011110110011010010101001110101000011101111100110001110010100011100100100010010001101011010111100011010101101110101010011110101010111011111000110101011011100001010100110001100000110101001101011001001100100001011001110000111001000001101010011100010001110111011000100011111101000011111110111001011111100100000111000011010101001101010110100000011010010101100011001100001101001100000111101100010111100110100010101110100111100010001010101001001000000110100010010100110101111010111111101010100101100011011111111101110111011001010110000011100000010000111100010001000000110010011101000110001110010011111100001100010110001101100001110110011101001101100001011111100111010001101111100100111011101111001000111100100110100111111101101000000111111101001110011001010110011011110010110001110111001011001011101011001010000110100110111011000	3097
Ethel	Cudjoe	02/18/1984	1110100011110000010100110000101100110100011101000000011000110100100010001010001010100111101100010111100001000111001111110011100110001111100000100000000111011111100000101101001010000010100001111010101110101110101001100001010000100011000101000011110101100001110111101010011010110101000110110001011001011100111111111000111100001100000001001010000100110110111110100000011000101101001110110001011101011000111100001010000111010011001100110000000001100011101110111011110000100110110010110011100001010110101010000010110100111000101101110111110110000011010110010100011101110010001000010000011001111010101001100101110111011110101000001110101000000001110111101010011000110101101010010010000001000011110001010011010010010111100010111110100010011010000010100000110001011000011011000010110100000101100110111110011000011000001110110001011000101100111101101101011010001101111000010110110100001110111111110011010111000010001100111111111101111010001100111111011100111010000000011010111100011010111000110010000001110111011111100100011110010110	29914
Amanda	Kirkpatrixk	1979-03-02	1010001000000010101000110101110000010010111010111101000010010101010110110010101111100110110101101110011101000011001111110110001000110111100001001101000010111010010001010100010101001000100011011001010101111000110011000011001101001110001011100111000100101001111011100100010000011010001100101010001100011101001100010001000110101111110110010111010111101110101010000010010111100011111111101011110111011111010101111000010011110101011110010010011101000101011010101010111100100010001010100111110000011111111101000111011000001010010000101000100100010111110111110100001001110110111001110111011001001001000001100110100111100111111101001110001100000011000100110000111001010111000111100000111011001111111111011111100110011111000010100010101110010111001010001000110000101101010001010011100010110001110100010101011001010001011011000000010101001110101100110101001011101011101011011010011110000101001100110001110111101111011101111001101101001101111000100100111111111010001101100000110111100110111000110010000101000001000000101000000110000011	42536
weddle	Craig	07 Apr 1949	0110110001100011110000100111011111101000101001001011001101010100001000111100001110100010001101001100000001011111001101011000011000000001011101101100010111001000110001000001000110011001111101011001111101011101111100101110000011000110101111000011100010100010101100010100111110111110100111000001000110011001101100101001000111110100000001000110010010000111001110001101100111101011101101110000001000011000111110101001000111000000100000000000100000100010100011001111001010001101110001011101011110111001111000100100010001001001001001101001000001111110010000111100011110011010010010010001000110110101001111010111100010000111111011110001101001010010001111111000100111011110000110000110110101010011000010111101010010000111000011001110100110101000110100010110110110010000011001011001010100110011101000010111101010000010010000010010111100010101011001000000101000000100111010000110101110011010110100101000001111100010100001011100101101000001001010110001101010000101010110000101100010101000100100111000001010101111000100000000110111011101	34774
Joan	Friday	1953-6-2	1011011001100000011010001010010010110100100001001000000100111001000110101010001011100110101111111001001001101000100100111001100100000011111110100110010000001001000010100001010000100011000010010010100100001010111001010011001100010110011011000011101001011101000001100000011010010100111110001000011110010001010111100010110101011101010110001011000100100111111100101011000010111110101111011011100011011010011111001011110110101000011100001000110001000000010001101111010010000011110000111111001110000110110000000100110100011001010001101010110110001111000101010101001000001000111110001111001100000001001010100100100011101001000001000111011100010000001010010000111011000001101111011110101111111000010010000111000001110110101011111011001000011110110010000101001001001001001011010011101000100101110110011000111100011111011001011101100011011000000000100001111011011100000101110100100100101010111100110001000011101000011000001101001000101100100111111101111111000101100000001000000101000100010000010000000001010011110000000101110110110011	52759
Anne	Zepejda III	04/03/1982	0111101101000111000111110101010111000100001011111001010101011110011101010111001011100010100001010110100000100101001011110100000110110001000001001100010101001001011000000000010111010010100111011011110100110110001110010010001101111111000001000101101101111010010011001100000010011100010001101110001100011111101111110000110010110100010000000010010010010110101110101100110101110001111011110000010000011101101100100000110010110001001100000001100010100001100100110011110100101101100010111101001011001011110100111011100000011101110000101011110100011010000001111100100001001010011001101011101101001100011000110000001011100010011100111000011101100100001100011100011010110001000001001001011001000001000101110110100100000101111011100001111001011100010000110110101010111001000010011011001100100101111000010000111000011010010011000101000000000010110001001111111001011000010010001010101001100000101110111000000011000011010101001101100100110000101010100100110011001010110101111100100110101101111001011011001001111100010000111001110110011000	957
Ramona	Poorman	04/08/1997	0111111001000101001100100000111000111011111100000001011010011011001110010010100110101110101100000110101101100000001111010111100101000000110010000101010010011110010011001000100100011100101111011001100000001110100111110001010001111110110000100011100111100011011111001101000001110100010011110000001100011011111100010011100010010001000110101110010110010110010100001111010110001011010001001000010000101001100100101000110110110001011100000001010011100011011010110010001110100010000011111111111001000011111011111011011100111001100000111001000100000100010010011101001001011011111101101001010111001000101001010110010010011011011111110101001101001011100000101111100110100110101001001011001001010011010111110111001101000110110111100011101000011110000010111011111000100001000111010010100100100001011100001111001000011011011010000010011010000010000010010001111010001111000001000000111111010111001111101011001111000100111001111001101100001001111011101101110001100110001001001011000111100111101101011010011001001000100000001001100101000001	28251
Robert	Gracia	1987-11-12	1010010100101011110110100000010110110001100111000010001011111000011001100001100001110001111101100111001100110000011011010101011110101000100101111100100001001011010000100100111111100101000110011100000110010101011010000010011101101111000110010011110010010101000010011100110111001111101100110000111111011101001111110010111110000100100110000110000000001101111110111001100010011100011101000110000110111000111110001010101011101110000010110000111101000010011111001101101001000101100001111011001000111001111010001110000100001011100101010000010101001111111011001101100011110011100011011111000001000101011111011101010111111010110010001000111000110110111010010010010000010110101110001011111111000011101110001010111111010011110111111101000100010101010010010110001000111000011010000110001101000000110110111111010000111000100010011001000011010011001111110110100001100011111000010001111010110110010011101001010011000011011111101001110100111001110001111011011101100000101010110100011111010110111111111000001001110000100001110000011111001100	20348
James	Smith	02-12-1958	1011100001000011010101100111011000100110111001001000000001110011010110110110000001100010001101011100111110111101111101111111010100100111001010110110010100101111100011011110001100011010110010011010101101100000101101011010101100110111100100100011100100011011111011000100111100100110111100010000001000110011010101100000011000110101110011100111001000110010001010001101100111101100011010110011101011001101010111001010110101001111001101010110011111100010000110011000110110000010100111011101000111011101010000100101110000000000100001100110100110000000000110000100010000111011010011011101011000101001001111010011010101011001000001000100111001100100000010111100011101100000101001000110001010100011110101001101011111010110110011101001100110000110010111001101001001111101000010110100111010100011010010001000001000001011010110100000010111111010100000010110101110011001000100001000110101000110111101101011000010001101000101101001000001101111101001110101110001010000000011100100111001011111110000111011010101111000001000000011110110000001	57368
Christopher	Chanc  	04 Dec 1967	0010011100001011011100110000110111111000111111000010001010001010011101010000001110110111101100100011010100110001111010010111101100010110111000000001010111011000011011100101101100111101010101110111100101110100101000000001011100000011100110100111111000010111011000001100011010000100001000110010000000001101011101100000000010010010010000001001000000011110010100011000001010100111100101000101100110110100111110001110011100101010011101001011011011100011000110100100111101010101111101100010100001011010110000100011010001101001001101111000100010010110110010100100011010110011111100100111010001010001011101101101110110000001100011111111000101100001000010011010010011001100101110001011100100000011100111000100010100111010010001001011011010010001010110110110001100100101001110101011000101000000011000011111111100111001001000111001110111001011111101010000100001011000001001111010111011011011001100101000000111101101111010101001011100001100110111110000011110101000111011010010110100001100011010010000100101101101110000110111101000010000	10103
Freddie	Kyeton	09-07-1988	0111010101101011110101111000000111110110011011110000011111110011011010101100000110110111101011101100100000100100010111110001011100001000000000100101010101001100000010001101000100011100010000111011111110001110111100100011001001001111000111001111100111100110111110011011011011000110000101000010011110110000111101001011010101010101100001001111011010010100101111110101111100010010001011111001011000000000101100100001011111011101110011001000001101100001101100001111100010101111100000111110110001110100111000100010110011011001101111111001010110010111100010010100001110110000111101111111000000010110110110110101000100101011100101001010111000010010001010101000101110110010000011000000111011011001100000110101111010110000000111010111000111101011000010010011000100001000000111110001010001110111110000011111011000100100110010010011000011110011111001100000010000000100101111000101011000000111111100111000001101110011011111011001100001110110110111110100110000101100111001011001101111100100001101011010001000011101000010001100111101001110	84688
Charles	  Shifflett  	05 Jul 1944	1011000110011010101100100011000101011111101111011000011111110111011011101111101111000011000100001001000011111110000111110111000000110001111101100001110001011001101010010100100101110100110001111011000001011101110110001010111001100111101111110010010100110011111000000100101110110100100111011011000101000111001100010010010011110111000010000101010101001010011101111100101100101010001101010001101011010001000110011011000011011011110100000000001000100000100011100010110100110010101101010000010001010110100010110000101010001111101011111001101001001011010001100100101101110001110001100110000001110110010000111110011011001101010100110110100011100111100111011000100101001101000101000111101101100101100000111000111010100110000011011011110000000011110001001011011011101010001101100011001100100011110111011100111111000000010000110010111011011111100110100100100110010000011011000000110100000000011100111000000110111111101001111101111101100100000011110101111011100011110000010000101010101100010010010001000110100011110101010100111100111001	45685
Altagracia	Oberg	4-11-1941	1111101110100011101101011010111000110001000110010110001010000100010000000010001010010001101101000100101110110011011011010010101100111100110111010101010101011100011001100101100001000000100101011000100010110100101111001011011001001001011011100010010011000000010010010001000110011110101101010010110110010011000111110010111110110000000010000100010010011100011110101110000000101110101101110110100101110011101101001000110101110010000001001101100111000010000011000110101101101111101000010001111111101001011110111110110111011011110111111001000101011000110011111111000000111011101011010011100111101011011111010110111110100010010010011100111001101110111001011010111010111110101000000010110111110010101110101101011111010110101111100111101100110101100110011110010100011001001010111011110100010100101100111110011001111101100010011100101110000011000101011111111000110100001101011010101010111011001110111000010111110010000111111001111101111000101010111001110100101111000010010100110110000111101011011010001001111000000000010100110101100100	4620
Alvin	Goolsby	2-18-1958	0111110001100110000101111000011110101000110001100100001000010110100010010010000011000011101110001100101001000100001101011011011101000000101010111010010010011100010001101000100101111110001011111100110000010111100000110000100110111100011101101011100111001011100100101101000010000000110000100000000010000100010101100110001000010000000101011111011001011010011100111001110000101110001010010000110001110100101101101010011000010011110010010010100001000011000010001110001110000000100010110000011011111101101000000001000111111000111110111011010110000101010110100100110110011011011011000101010011101111010001110101010110011110100100101000000000000000001010110110110010001110001110001110110101110010010101000011011011110011100010101011010010011100000010001101110000001011000011000110011011100111110000001010010100011011010010101100000001101100100101001001011101011001100000000100110110101001111100101000000101001011111011111011001101110111011001111111111000111110110001101100001000000110111101011001001001001010010100011101010100000010	49902
Nkceolh		21/11/1950	1011000100111011110101000110010010110100100010011011001011111100001001100101101100110010011101110101100100101010000001111000010110000101010101110011110100010010000011111000100101011000001110010101000110100101001010011110011101000001100010111100100000100111101101011000101111111001101001101011010100001100011110010010111010010110010101011101001100011110001110111101000010111110100100000011101110100110100110000011101110011100001010100011001110010010111110100110000110110000110001010111001111011110111110100111101111011111100011101011001100000101010000100100111101000001111111101011111001111001000001110111011100100100010101111000100010110010111001011000010010010100000100001100100101111000000010000101100011111100100011001111000110011101011001000110100101100101011000000011101101110001010110011100110001111011101000100101100111110000100011111111110101001000100000000000110010100110001101101000000111111111111000011101111001010100110011110101111001100010111110010000001101001000011010010001000111001010000110110001101100011101	41888
Thomas	Preston	1999-01-30	1110011001001001011100100111010101100110011011000010011010000101001110100101101101100011001011001100111010110101010010010001110100000111100011000001000100001000011011010110101100010111010000110110101100010110111001110011001101101111000011111001101000110111001010011101111111000100000101110011100010110011110101000011100000011001110100001010011010110111001110001001100110001101100011001101100010101011111100101001010110101010101101001000011001100010110110101010101100100010000111010111000001110010011111101001011110111011101001111011010110000010000110010100011000000011110111010110011100010001101111101110111101000001110101100011000101110011110001111110100010111000001011011010001100110001010110011001010100110010110011100010100110111101011010111111001101100101011111111000001000010110010110111111010001111010111110001110110110010000111000010100000110000100001011111000110011011011001101100001000011001111011001101111111001100000110001101001011001101110000011101000100101101000111101110000110101101001110000110101101101011110	66434
Shea	Linda III	10/08/1962	1010011011110000100010001001111000101000010010011100001010011001101100100010000101110111100011010101111101001001101011111100100110010100111111100011100010011000110011100000000111111011100101010100010010111111000010100000000101001110000011111101011101111111011100101100111110011000001110111001000000111001000101011011010001100000010010100010011011100111001101101010110000100111111100100010010111011111110101001010000011110110110000100000010001100001111010001011111111101100011011110110110011011110110000101001111100101001111000110000010110000000000110110100111010010111111011101010101000010001001010110100110100111110010101101010100010011011000111111101001001001110101000010000100101000100010010011101000110111010100010110100010000110000110110001111111001001101011010010010101100100001110001011111110101100010110011111101010001001110100100110111011010011001101011001010110110000101101100110000010100111110100010011001111101011100001110100110111100111101000010010010010100101000111100010000011101001011001000111000111100010000	51445
oMrris  	  Young  	10/02/1980	1111011101011001001011101001011110011100000110011000001000110011001111100010100111100000110100100010001000000001111010110101110110100000011010101111110100010101100011000000000100011010010000111010101001010101101110110110101011001001010010100001100111010000111001100101010111000000001000100011111101111000101111110000011100011100000111010011011010101010000101000011000110100000110110101101011101000010101110101000011010101011100000000001110001000011001101001000110111011101110110111111110101010110111110101111101101101011111100110101010000000000000100010100011111011111111011001001111000010011111111110101000001101010011100011010000000011001110010001010000101100110101011001101001101010011000011011110011000010011101010111011100110011010111010010111110001101101000100000110101001000110100110000011110000100010100000001001110010101010100000000001010110100011000001000011110110101111110110100001011001001000111100000101100000100011010001101001110110111110110010000111011010000000010000110000011101011000111001101101101101110101	51115
	Spxotts	1989-04-27	0011000101011001101100001100010000101100010101010110011110111011001001000001100001110111111100100011001100111011010111110110001110000001110101110111110001011001011000011000000101101001100101010001101001101101101010110110010000100011000110010111110001111101011001101001101110100001100111110011001111011101001110110010111010111110110111110101011101000010100100110010001010110110110101010111101011000100110110001000110001100010011101000110010010000000011111110000011111010010110001011010111100011000110000101110000110011101100000111110111000011110000010110110010100110000111001101100011001001111111001001010000000100000100000010001001000110101001010010000111000001111100111011101101111001011001001010001001110000111000010001011110110010010011000110011111000101010001111110101001101111110100100011101001011010000010000010000101000011011111110110001100001011011100010000010011010010100011101110000100111100100111100010001000101000101100011101010011101110010110010110000000000100110011011010000100111011111010111010000111100010101	69234
Lena	Burnham	7-14-1970	1111111110001011101110100110111100011001110001010000010111110011001111000110100110101111101101000111001001001110011110010110101010100011101111101100110011011010110000011100011101001100111111111001000111101110100001100000010110101010000110010011100101110011011100001100101001101100001111000011111100011011010100111110101110001001110011100111001110010010000110111011001111101010100001001011001011001010010110000010110101110101100101000000001011000010011011100010110100111000110011111100110110010001011001101010011001001110101011100000000111110011110001011110101100000011001010111111100111001000101101111111001010001110010110101001010111001011101101100000111001100011000001010111011001100011000110100111100010001100110010001010100010010000000101110011001011101010010110110011001110010111011010011100011001111011000001000111111110110111011101110000011111000010001011011110101100010111011110101001000110011001010100100111101001101001101111111001010011011001011001100010010000100110111011011011101000111101101100011011010100010101	54836
Matthew	Wilson	8-16-1973	0011110001000010110100000000110100101010110010001111010111001011000111011010100101011111001100010111101100000100001111010011101101101011100101000100100110011110110011011100010001010111001011110001101010011010111111010010001000101010010101101011101001011000110100001000111111010000110011110001011110011001101100011001100110101100010001000111000011101010011101000000100100001011110010011001111001101010111100001001110110000111100010011000110011000001111110101011001110100011000011111101111011010011111001110111010111101001011001111000010111010010000010111101001001101110111101011000011001011010000001000100010001111010001111001110100110100110100000011110111010110001000100010010010001101110100101011010111110001110110010010000110011111010001110100101100011101001000111110110101010100001010000101011011001111011011100110111100011100100100010001001011011001111111011001000110001110111001110100011000100001010000010001111111000011011111110100101110000111100111001001110010000001010101001110010010101110100110100001000111111010011	3112
Virgil	Grayson	8-30-1960	0111101001000011100110101000111001111000110010001000011000001101000100111000000000101011101101010110111100110010001010110011111101011001111011100000110110010100110011101111100101000101001111110101100000011110110001100011010001111000100001101011111110101011011110111101001101011101100101111000010001011011110101011001110000000001010001110111010010100010010110011011100110001000010101010001111001100010111100111011010010100111100110011000111001000100000010000000001000001001110110101110010010001011100110100011111001101011011100111000110100010000000100110111011010101001111111101101010001100010110010111110000001001010000110110111100110111000000011011011111011010111101100000110100101010011100111110001010010111000010011101111111100111101011110110111110100111101011110011110000101100000010010001011011010100011111010110111100111110010100010010111000110001101100011110100111001011110011101101010100101100011111000111001111100011000011111100001110111101001110010010001110110100101001001011010111101000000010000010000001110000000	73064
Flores	Jody	01-28-1993	1011111011000010101111010011010010111000111000100000011011100000001110100000100010100010001111010111111010010001101011111010100000001111110011100011010100011000010011111110101111011110000001011001110001011100100000110011011000001100101101010001100001100111111010111101011000011110101001110001100001100101101100000000011010011011100001000111011000110110111100010011000001101101001010001111000011101010111110001001110000101010100011001001011011100000100010000010010111010101000011111111001100101011000000010101101100111011111011011100100100100010000100111100000001101000111011010110110010000110001000000110111111010001110111010100000100000001100110101110100111100111001010000010000101100001011000101001001001110011011111000100001100110100011110000011100101100001011111100010101010100000010110111101011100011010110000000000100110011000100010111100011111111001111010011100100001011010111101111001010101001110111100011101101000111000100011101101010001101010100010001001111011011000110000010000011011000011111011000001011111010111	68424
Heathe	Chavez	06-08-1994	0110011110100010111100100001100100111110110000000101010110110001000001110010000101011011111100110110001000101001011111010110001100101010110001000100100100011011111010100100110101010111010101011000101110011111001110101110011000101110101111110001110000000111101000011100011110110100110100110011100110001001100101111110101101111000110010001101001000010110101100011000011011111111101001110011011001010110000100001001101011000111100101010000101100000010110110101011001110110011011001000100001101111010010010111111011101001100111011111001111011011100000110100110000001111111111110010000101011010010011001001110110111100011000101000111101000100111100001001000100111111000000100000010010011001011100011111101001010000000100110001111010010110010000110010000000101100000011010111001011111100111011110110100011011101001101100101010100100001111110101000100110000000111101011001011100010110011110110101000000100011111000010111001100001010111111110100100110101001000110010010010001111001100111101111000000100100111000001110011111111001010	93739
Robert	Vencint	8-1-1963	1110101011100011010111001100010110100000010011010001001101011100101000000000100000000101011011101111011100100011101011110100101100000000110001000100100111001000010001101011100101000110100101010110100000100011101100101001110001101010100010100111110000011100011000101101110010101100001000110011011011001101100101110000111100110001010000011111011000001111011100111010111110100110011101011110001101111110111100000010011000100110001011000011111011000001011010001110101101001001001011101000010011011001000110001011000101101111001100110100110010001111111011110111100110110011101010111010010011010011011001100101011111010100101000111001111010101101011101011000010100000000001000010011110110100010010000101110000100011000110001101101000100010001000110001010111101010101000010010100001101100101010000011111001110011000100110011110100111000010010111010001010100001010110011010010011011110001011110111000110011101110011111111011011100011011111001111111011101101100100011110001011010011111101000011000100001111000101000010011011100000000	23803
Clarence	Chittum	1/8/1995	1111011011000001110101000000000110000000010001100000010101100001010010001010100101010011111111001111001100010111001111111000000100000010110101110101100110101011000010011111101101110100110101110100100010100011100000110001001100101010100101100111101100111010000000110001110011100001100011100011010100001110101101110011010100011010010101010101011000010110010100001010111010101011000001011010001111100001111110001000011100110010101010001000010001100000010010000010010101000000000011110011001100010110110000101111001011111011100101111110101101000101100110111100110100110001111001110011110001000111111001000111010111010100010000111100101111111100100111101011000110000000100000000111111000100011001000100010010000111010110110100011100111010110011100100000111001000100000011100110111001000000011110111110001101011011110100111000101010101110000001110101011101001001111011001110111010011111011110101000100111001110001011111001001100111011111011110101011011100000110001011000001110011000111001010000101111011001100001010100111111010000	17398
Sara	Lavin	27 Apr 1945	1111110001000111111101011010001110111110101000011100011001111000101110101110100100000011101000001110101011110100101110111111010000010010110001101000010111011101111001110010011110101011101101010000100111001101000001001010100001000011101100100011100000001010010100000101100100010110000010010000001111111001000101111001011011001001000011000101010100110010011100111111000000101110001001011001001001110100110100000001101010100111001100001111100110000010010001000110011101101100011101111110111010111101001000100010011001011010101001111001101100101101000101010111101000011011001001010000000000100111001101111000010101110011001110110101010111101010001110000000110100001010101111001111111111010011100110100111011000000010110011000101110000000100110100110110111010001000011011010001100100100111111010011111011101000010000000010010000010010010010000100000101111010000100010011111100010010100010111111101000011100111000001011001101001001000101111111001111001111010110110001100111000101111110000111010001110011111000100010010010110010000	15816
john	Dicken  	6-2-1991	1010010110001101011010100110110011111100011111111110000101000011111111100011101100001111111001010110101001100111110011010110101100001010101110101101000010001111101011001001010100101010001100011100010011010011101001010011110000100110100111101010100100001101001101110101101010001101001110010011010010111111010100001011100101110111000100011110011111001100011100001011100011001111010000100010001111001000001100100001010111111110100110010100001011000011000000111111000101011010011000010111000000011011100100001011001010001010111100100100011100100101100111110100100100011011111001010100011100100110000000000100111111100110110110001110010110101000010001111010001110110010001111000011111001000111110110100110100100110011010011001100110000111110100011010111100000101101001000110110110110100100011110001100001100001010100010010001000100101110111101100110110010000010101101001100100100100111100010100000010100101110101001110000110101111000111111110000111101011100100011110000001011001010111100110000110001010110001000001110111101011000	68483
